Lead_ID,Created_Date,Owner,Region,Raw_Source,Product_Code,Industry,Company_Size,Deal_Stage,Last_Stage_Date,Close_Date,Expected_Value_USD,Discount_Pct,Stage_Probability,Lost_Reason,Funnel_Level
L00962,2025-05-20,Minh Do,North,Partner Referral,CRM-CORE,Retail,SMB,Closed Lost,2025-06-24,2025-06-24,5400.0,0,0.0,Price,4
L00963,2026-03-16,An Nguyen,South,Email Campaign,MKT-AUTO,Healthcare,Mid-Market,Negotiation,2026-07-03,,28600.0,0,0.85,,5
L00964,2025-08-04,Duy Pham,South,linkedin,CRM-PRO,Professional Services,SMB,Closed Lost,2025-08-27,2025-08-27,14600.0,0,0.0,Budget,4
L00965,2026-06-19,Quynh Vu,North,LinkedIn Ads,CRM-CORE,Financial Services,SMB,Demo / Meeting,2026-08-03,,9300.0,0,0.4,,3
L00966,2026-03-29,Tuan Bui,Central,google cpc,CRM-CORE,Professional Services,Mid-Market,Closed Lost,2026-04-29,2026-04-29,14600.0,0,0.0,Competitor,4
L00967,2025-01-25,Ha Vo,North,SDR Outreach,CRM-CORE,Education,SMB,Closed Lost,2025-02-18,2025-02-18,9600.0,0,0.0,Budget,2
L00968,2025-11-25,Chi Le,South,Outbound,CRM-PRO,Technology,Mid-Market,Closed Lost,2026-01-02,2026-01-02,31300.0,0,0.0,Budget,5
L00969,2025-12-01,Bao Tran,South,SEM - Google,CRM-CORE,Manufacturing,SMB,Closed Lost,2025-12-14,2025-12-14,8000.0,0,0.0,No Decision,5
L00970,2025-04-14,Bao Tran,South,linkedin,CS-CLOUD,Professional Services,Mid-Market,Closed Won,2025-05-12,2025-05-12,44100.0,0.03,1.0,,6
L00971,2025-03-22,An Nguyen,South,Cold Email,CS-CLOUD,Education,SMB,Closed Won,2025-04-29,2025-04-29,14500.0,0.12,1.0,,6
L00972,2025-01-10,Duy Pham,South,virtual event,CRM-PRO,Retail,SMB,Closed Won,2025-03-09,2025-03-09,17000.0,0.12,1.0,,6
L00973,2025-02-15,Duy Pham,South,Webinar,CRM-CORE,Financial Services,SMB,Negotiation,2026-01-13,,5800.0,0,0.85,,5
L00974,2026-01-17,Quynh Vu,North,Google Organic,REV-OPS,Education,SMB,Closed Lost,2026-03-23,2026-03-23,20600.0,0,0.0,Competitor,2
L00975,2025-02-23,Bao Tran,South,google cpc,CS-CLOUD,Financial Services,SMB,Closed Won,2025-04-09,2025-04-09,21100.0,0.08,1.0,,6
L00976,2026-01-11,Bao Tran,South,LI Ads,CRM-CORE,Retail,SMB,Negotiation,2026-05-08,,5300.0,0,0.85,,5
L00977,2025-05-11,An Nguyen,South,organic search,CRM-PRO,Manufacturing,SMB,Closed Won,2025-07-15,2025-07-15,17900.0,0,1.0,,6
L00978,2026-01-10,Chi Le,South,LinkedIn Ads,CS-CLOUD,Healthcare,Mid-Market,Closed Won,2026-03-24,2026-03-24,41800.0,0.12,1.0,,6
L00979,2026-01-12,Chi Le,South,Cold Email,REV-OPS,Financial Services,SMB,Negotiation,2026-05-23,,37300.0,0.05,0.85,,5
L00980,2026-02-21,Ha Vo,North,Google Organic,CS-CLOUD,Technology,Enterprise,Closed Lost,2026-04-22,2026-04-22,50800.0,0,0.0,Price,3
L00981,2025-09-08,Duy Pham,South,newsletter,REV-OPS,Financial Services,SMB,Closed Lost,2025-11-14,2025-11-14,26200.0,0,0.0,No Decision,3
L00982,2025-07-25,Bao Tran,South,LinkedIn Ads,MKT-AUTO,Education,SMB,Closed Won,2025-09-14,2025-09-14,17400.0,0.08,1.0,,6
L00983,2025-09-22,Duy Pham,South,SDR Outreach,CRM-PRO,Retail,SMB,Closed Lost,2025-11-15,2025-11-15,21400.0,0,0.0,No Decision,3
L00984,2025-12-15,Ha Vo,North,email nurture,CRM-CORE,Professional Services,Enterprise,Closed Won,2026-04-08,2026-04-08,25900.0,0.1,1.0,,6
L00985,2025-04-17,Quynh Vu,North,Cold Email,MKT-AUTO,Retail,SMB,Closed Lost,2025-04-29,2025-04-29,15400.0,0,0.0,Feature Gap,4
L00986,2025-10-31,Duy Pham,South,SEM - Google,CS-CLOUD,Financial Services,Mid-Market,Closed Lost,2025-12-25,2025-12-25,23300.0,0,0.0,Timing,3
L00987,2025-01-17,An Nguyen,South,Email Campaign,BI-PLUS,Technology,SMB,Closed Lost,2025-03-19,2025-03-19,20600.0,0,0.0,Competitor,4
L00988,2025-10-04,Tuan Bui,Central,Email Campaign,BI-PLUS,Professional Services,SMB,Closed Lost,2025-11-14,2025-11-14,23700.0,0,0.0,Price,4
L00989,2025-01-24,Minh Do,North,google cpc,MKT-AUTO,Retail,SMB,Closed Lost,2025-03-06,2025-03-06,20000.0,0,0.0,Feature Gap,5
L00990,2025-08-09,Quynh Vu,North,Partner Referral,MKT-AUTO,Technology,Mid-Market,Closed Lost,2025-09-28,2025-09-28,26200.0,0,0.0,Feature Gap,4
L00991,2026-06-13,Ha Vo,North,Referral,BI-PLUS,Technology,SMB,Closed Lost,2026-07-16,2026-07-16,29500.0,0,0.0,Competitor,5
L00992,2025-01-27,Tuan Bui,Central,linkedin,CS-CLOUD,Financial Services,SMB,Closed Won,2025-03-17,2025-03-17,24900.0,0.08,1.0,,6
L00993,2026-03-26,Tuan Bui,Central,google cpc,CRM-CORE,Technology,SMB,Closed Lost,2026-05-25,2026-05-25,10400.0,0,0.0,Budget,3
L00994,2025-05-25,Minh Do,North,Webinar,CRM-CORE,Technology,SMB,Closed Lost,2025-07-04,2025-07-04,5800.0,0,0.0,Budget,4
L00995,2025-11-18,Ha Vo,North,SEO,MKT-AUTO,Technology,Mid-Market,Closed Lost,2025-12-04,2025-12-04,35000.0,0,0.0,No Decision,4
L00996,2026-04-07,Chi Le,South,Google Organic,CRM-PRO,Financial Services,SMB,Closed Lost,2026-04-27,2026-04-27,19900.0,0,0.0,No Decision,5
L00997,2026-07-17,Duy Pham,South,virtual event,CRM-CORE,Manufacturing,SMB,Closed Lost,2026-09-01,2026-09-01,7500.0,0,0.0,Price,5
L00998,2025-08-04,Bao Tran,South,SEO,CRM-CORE,Retail,SMB,Closed Lost,2025-09-09,2025-09-09,8200.0,0,0.0,Price,3
L00999,2025-03-04,Chi Le,South,Partner Referral,BI-PLUS,Financial Services,Mid-Market,Negotiation,2026-05-26,,27200.0,0.05,0.85,,5
L01000,2026-04-19,An Nguyen,South,Cold Email,BI-PLUS,Technology,SMB,Closed Won,2026-05-18,2026-05-18,26800.0,0.08,1.0,,6
L01001,2025-07-18,Quynh Vu,North,Outbound,CRM-PRO,Healthcare,SMB,Negotiation,2026-03-23,,16700.0,0,0.85,,5
L01002,2026-05-22,An Nguyen,South,organic search,CRM-PRO,Professional Services,Mid-Market,Demo / Meeting,2026-08-02,,39300.0,0,0.4,,3
L01003,2026-07-10,Chi Le,South,Outbound,CRM-CORE,Manufacturing,Mid-Market,Closed Won,2026-08-24,2026-08-24,11800.0,0,1.0,,6
L01004,2026-05-18,Minh Do,North,organic search,CRM-CORE,Technology,Mid-Market,Demo / Meeting,2026-07-03,,15000.0,0,0.4,,3
L01005,2025-12-22,Minh Do,North,organic search,CRM-PRO,Healthcare,SMB,Closed Won,2026-01-03,2026-01-03,23600.0,0.08,1.0,,6
L01006,2025-06-11,Minh Do,North,linkedin,CRM-CORE,Education,Enterprise,Closed Lost,2025-07-02,2025-07-02,15800.0,0,0.0,No Decision,5
L01007,2025-06-07,Quynh Vu,North,LinkedIn Ads,MKT-AUTO,Professional Services,SMB,Closed Lost,2025-07-25,2025-07-25,17900.0,0,0.0,No Decision,4
L01008,2026-06-05,Bao Tran,South,SEO,MKT-AUTO,Financial Services,Mid-Market,Closed Won,2026-06-23,2026-06-23,20800.0,0.1,1.0,,6
L01009,2025-04-10,Ha Vo,North,SEM - Google,CRM-CORE,Financial Services,Mid-Market,Closed Lost,2025-06-13,2025-06-13,8300.0,0,0.0,Price,5
L01010,2025-08-10,Bao Tran,South,linkedin,CRM-PRO,Professional Services,Mid-Market,Closed Lost,2025-10-01,2025-10-01,43200.0,0,0.0,Budget,4
L01011,2026-03-11,Duy Pham,South,email nurture,CS-CLOUD,Education,Enterprise,Closed Won,2026-06-10,2026-06-10,82200.0,0.03,1.0,,6
L01012,2025-03-10,Chi Le,South,LinkedIn Ads,BI-PLUS,Technology,SMB,Closed Lost,2025-04-26,2025-04-26,22600.0,0,0.0,Budget,2
L01013,2025-03-05,Bao Tran,South,Google Organic,CRM-CORE,Technology,SMB,Closed Lost,2025-05-05,2025-05-05,9600.0,0,0.0,Competitor,5
L01014,2025-01-08,Duy Pham,South,Referral,CRM-CORE,Financial Services,SMB,Closed Lost,2025-03-18,2025-03-18,4800.0,0,0.0,Timing,2
L01015,2026-03-07,Tuan Bui,Central,LinkedIn Ads,REV-OPS,Professional Services,Mid-Market,Closed Lost,2026-03-22,2026-03-22,86700.0,0,0.0,No Decision,5
L01016,2026-07-13,Quynh Vu,North,Unknown Event,CS-CLOUD,Retail,SMB,Qualified,2026-08-05,,20400.0,0,0.2,,2
L01017,2025-04-05,Tuan Bui,Central,Cold Email,REV-OPS,Manufacturing,SMB,Closed Lost,2025-06-04,2025-06-04,25500.0,0,0.0,Price,3
L01018,2026-05-23,Chi Le,South,Google Ads,MKT-AUTO,Retail,SMB,Demo / Meeting,2026-07-01,,9500.0,0,0.4,,3
L01019,2026-07-16,Ha Vo,North,organic search,BI-PLUS,Retail,Enterprise,Qualified,2026-08-16,,77000.0,0.03,0.2,,2
L01020,2026-08-10,Chi Le,South,Google Organic,CRM-CORE,Retail,SMB,New,2026-08-24,,9600.0,0,0.05,,1
L01021,2026-07-14,Bao Tran,South,Google Ads,MKT-AUTO,Healthcare,SMB,Demo / Meeting,2026-08-18,,10300.0,0.03,0.4,,3
L01022,2026-05-18,Tuan Bui,Central,linkedin,BI-PLUS,Education,Enterprise,Closed Won,2026-07-16,2026-07-16,49700.0,0.12,1.0,,6
L01023,2025-04-11,An Nguyen,South,LI Ads,MKT-AUTO,Retail,Mid-Market,Closed Lost,2025-05-06,2025-05-06,22000.0,0,0.0,No Decision,4
L01024,2025-04-02,Quynh Vu,North,Google Ads,BI-PLUS,Retail,Mid-Market,Closed Won,2025-06-12,2025-06-12,39700.0,0.03,1.0,,6
L01025,2025-08-29,An Nguyen,South,Cold Email,REV-OPS,Healthcare,SMB,Negotiation,2026-06-10,,48000.0,0.05,0.85,,5
L01026,2025-02-11,Bao Tran,South,SEM - Google,CS-CLOUD,Healthcare,Mid-Market,Closed Lost,2025-03-20,2025-03-20,49200.0,0,0.0,Price,3
L01027,2025-10-25,Tuan Bui,Central,Outbound,CRM-PRO,Technology,Enterprise,Closed Lost,2025-11-23,2025-11-23,59900.0,0,0.0,Timing,4
L01028,2025-12-24,Chi Le,South,virtual event,MKT-AUTO,Professional Services,Enterprise,Closed Won,2026-03-13,2026-03-13,51900.0,0.05,1.0,,6
L01029,2026-03-01,Chi Le,South,Cold Email,CRM-PRO,Manufacturing,Mid-Market,Closed Lost,2026-04-01,2026-04-01,25300.0,0,0.0,No Decision,2
L01030,2025-07-01,Duy Pham,South,SDR Outreach,REV-OPS,Education,Mid-Market,Closed Lost,2025-08-09,2025-08-09,39500.0,0,0.0,Timing,2
L01031,2025-12-25,Ha Vo,North,LinkedIn Ads,REV-OPS,Technology,Enterprise,Closed Lost,2026-02-11,2026-02-11,85100.0,0,0.0,No Decision,3
L01032,2025-09-07,Tuan Bui,Central,Email Campaign,CRM-PRO,Manufacturing,SMB,Negotiation,2026-04-19,,24000.0,0,0.85,,5
L01033,2025-02-07,Ha Vo,North,organic search,CRM-CORE,Financial Services,SMB,Closed Won,2025-04-13,2025-04-13,5900.0,0.08,1.0,,6
L01034,2025-06-07,Ha Vo,North,LinkedIn Ads,MKT-AUTO,Professional Services,SMB,Closed Lost,2025-06-23,2025-06-23,13700.0,0,0.0,Competitor,5
L01035,2025-08-28,Duy Pham,South,newsletter,CRM-CORE,Healthcare,SMB,Closed Lost,2025-10-19,2025-10-19,6500.0,0,0.0,No Decision,3
L01036,2025-08-09,Duy Pham,South,Google Ads,CRM-PRO,Financial Services,SMB,Closed Lost,2025-10-08,2025-10-08,14400.0,0,0.0,Competitor,3
L01037,2026-01-13,Bao Tran,South,Google Organic,MKT-AUTO,Technology,SMB,Closed Lost,2026-04-10,2026-04-10,13900.0,0,0.0,Timing,4
L01038,2025-11-22,Bao Tran,South,SEM - Google,CS-CLOUD,Manufacturing,Enterprise,Closed Lost,2026-01-05,2026-01-05,86600.0,0,0.0,Competitor,3
L01039,2025-02-09,Bao Tran,South,Referral,MKT-AUTO,Retail,Enterprise,Closed Won,2025-03-09,2025-03-09,37100.0,0.05,1.0,,6
L01040,2026-07-13,Quynh Vu,North,SEM - Google,CRM-PRO,Financial Services,SMB,Qualified,2026-08-05,,25500.0,0,0.2,,2
L01041,2026-05-28,An Nguyen,South,SEO,MKT-AUTO,Manufacturing,Mid-Market,Demo / Meeting,2026-08-13,,18300.0,0,0.4,,3
L01042,2026-05-02,Bao Tran,South,Outbound,BI-PLUS,Professional Services,SMB,Proposal,2026-08-05,,17900.0,0,0.65,,4
L01043,2025-01-20,Tuan Bui,Central,Offline List,CRM-CORE,Technology,SMB,Closed Lost,2025-03-02,2025-03-02,5300.0,0,0.0,Competitor,3
L01044,2025-02-17,An Nguyen,South,customer referral,CRM-CORE,Professional Services,Mid-Market,Closed Lost,2025-03-13,2025-03-13,10000.0,0,0.0,No Decision,4
L01045,2025-05-17,Minh Do,North,virtual event,REV-OPS,Technology,SMB,Closed Lost,2025-05-25,2025-05-25,32100.0,0,0.0,Timing,2
L01046,2025-12-09,Bao Tran,South,Outbound,MKT-AUTO,Healthcare,Mid-Market,Closed Lost,2026-01-21,2026-01-21,37000.0,0,0.0,Competitor,4
L01047,2025-11-19,Quynh Vu,North,newsletter,CRM-CORE,Professional Services,Mid-Market,Negotiation,2026-07-16,,16800.0,0,0.85,,5
L01048,2026-05-01,Bao Tran,South,organic search,MKT-AUTO,Manufacturing,SMB,Proposal,2026-07-29,,14100.0,0.03,0.65,,4
L01049,2025-03-16,Minh Do,North,SDR Outreach,BI-PLUS,Professional Services,SMB,Closed Lost,2025-05-21,2025-05-21,24600.0,0,0.0,Budget,3
L01050,2025-04-18,Chi Le,South,SEM - Google,BI-PLUS,Financial Services,Mid-Market,Negotiation,2026-01-02,,27000.0,0.05,0.85,,5
L01051,2025-04-02,Ha Vo,North,organic search,CRM-PRO,Technology,SMB,Closed Won,2025-06-27,2025-06-27,15800.0,0.05,1.0,,6
L01052,2025-01-30,Minh Do,North,SDR Outreach,REV-OPS,Education,SMB,Closed Lost,2025-04-17,2025-04-17,34800.0,0,0.0,Competitor,4
L01053,2025-12-04,Quynh Vu,North,SEO,CRM-CORE,Technology,SMB,Negotiation,2026-06-24,,5800.0,0.05,0.85,,5
L01054,2026-07-20,Ha Vo,North,virtual event,MKT-AUTO,Education,Mid-Market,Qualified,2026-08-17,,28400.0,0,0.2,,2
L01055,2026-01-25,Quynh Vu,North,Email Campaign,REV-OPS,Financial Services,Mid-Market,Closed Won,2026-04-05,2026-04-05,53600.0,0.03,1.0,,6
L01056,2025-04-01,Chi Le,South,LinkedIn Ads,BI-PLUS,Manufacturing,Mid-Market,Closed Lost,2025-06-12,2025-06-12,33700.0,0,0.0,No Decision,4
L01057,2025-03-20,Minh Do,North,virtual event,CRM-CORE,Professional Services,Mid-Market,Closed Won,2025-05-10,2025-05-10,8400.0,0.05,1.0,,6
L01058,2025-05-30,Chi Le,South,Unknown Event,CS-CLOUD,Retail,Enterprise,Closed Lost,2025-07-03,2025-07-03,47800.0,0,0.0,Competitor,5
L01059,2025-02-16,Minh Do,North,virtual event,CRM-PRO,Healthcare,SMB,Closed Lost,2025-03-19,2025-03-19,21300.0,0,0.0,Price,5
L01060,2025-08-12,Ha Vo,North,Webinar,MKT-AUTO,Professional Services,SMB,Negotiation,2026-02-21,,14700.0,0.03,0.85,,5
L01061,2025-12-18,Ha Vo,North,virtual event,MKT-AUTO,Professional Services,SMB,Closed Lost,2026-01-20,2026-01-20,10800.0,0,0.0,Feature Gap,4
L01062,2025-05-23,Chi Le,South,organic search,CRM-CORE,Healthcare,SMB,Closed Won,2025-07-11,2025-07-11,4600.0,0.03,1.0,,6
L01063,2026-07-14,Bao Tran,South,google cpc,REV-OPS,Technology,Mid-Market,Qualified,2026-08-25,,52700.0,0,0.2,,2
L01064,2025-11-13,Tuan Bui,Central,virtual event,BI-PLUS,Retail,SMB,Closed Won,2026-02-14,2026-02-14,19700.0,0.05,1.0,,6
L01065,2025-11-21,Minh Do,North,google cpc,CRM-PRO,Healthcare,Mid-Market,Closed Won,2026-01-25,2026-01-25,23200.0,0.08,1.0,,6
L01066,2025-11-16,Duy Pham,South,linkedin,REV-OPS,Financial Services,SMB,Closed Lost,2025-12-25,2025-12-25,22300.0,0,0.0,Budget,5
L01067,2025-10-22,Bao Tran,South,SEO,MKT-AUTO,Education,Mid-Market,Closed Lost,2025-12-24,2025-12-24,29200.0,0,0.0,No Decision,2
L01068,2026-03-20,An Nguyen,South,google cpc,MKT-AUTO,Education,Enterprise,Closed Lost,2026-05-19,2026-05-19,34900.0,0,0.0,Timing,5
L01069,2026-06-18,Ha Vo,North,SEM - Google,CS-CLOUD,Retail,Mid-Market,Closed Lost,2026-08-20,2026-08-20,47400.0,0,0.0,Price,4
L01070,2025-11-28,Chi Le,South,organic search,CRM-PRO,Manufacturing,SMB,Closed Lost,2026-01-02,2026-01-02,21300.0,0,0.0,No Decision,2
L01071,2025-06-09,Duy Pham,South,google cpc,MKT-AUTO,Retail,Mid-Market,Closed Lost,2025-07-10,2025-07-10,24200.0,0,0.0,Budget,3
L01072,2026-05-25,Duy Pham,South,customer referral,CS-CLOUD,Healthcare,Enterprise,Closed Lost,2026-06-10,2026-06-10,44300.0,0,0.0,Price,2
L01073,2025-10-28,Duy Pham,South,email nurture,CS-CLOUD,Education,Enterprise,Closed Won,2025-12-04,2025-12-04,86400.0,0.08,1.0,,6
L01074,2025-12-12,Tuan Bui,Central,SDR Outreach,CRM-PRO,Technology,SMB,Closed Lost,2026-02-01,2026-02-01,18700.0,0,0.0,Price,4
L01075,2026-05-12,An Nguyen,South,Outbound,CS-CLOUD,Manufacturing,Mid-Market,Closed Lost,2026-06-25,2026-06-25,24100.0,0,0.0,Timing,2
L01076,2026-04-11,Quynh Vu,North,Email Campaign,CRM-PRO,Education,SMB,Closed Won,2026-07-01,2026-07-01,13100.0,0.03,1.0,,6
L01077,2026-08-01,Minh Do,North,Partner Referral,MKT-AUTO,Healthcare,SMB,Qualified,2026-08-13,,19800.0,0,0.2,,2
L01078,2026-06-14,Ha Vo,North,Conference Scan,CRM-PRO,Manufacturing,SMB,Demo / Meeting,2026-07-18,,13100.0,0.05,0.4,,3
L01079,2025-08-18,Bao Tran,South,Referral,CRM-CORE,Financial Services,SMB,Closed Lost,2025-09-13,2025-09-13,8500.0,0,0.0,Competitor,4
L01080,2026-05-07,Ha Vo,North,SEM - Google,CRM-PRO,Manufacturing,Mid-Market,Closed Won,2026-06-08,2026-06-08,26700.0,0.03,1.0,,6
L01081,2025-11-21,Duy Pham,South,newsletter,CRM-CORE,Professional Services,SMB,Closed Won,2025-12-31,2025-12-31,7700.0,0.05,1.0,,6
L01082,2025-07-10,Quynh Vu,North,LinkedIn Ads,MKT-AUTO,Education,SMB,Closed Won,2025-09-27,2025-09-27,18500.0,0.03,1.0,,6
L01083,2025-03-02,An Nguyen,South,Google Ads,MKT-AUTO,Professional Services,Mid-Market,Closed Lost,2025-05-03,2025-05-03,26000.0,0,0.0,Budget,3
L01084,2026-07-24,Chi Le,South,linkedin,CS-CLOUD,Financial Services,Enterprise,Qualified,2026-08-11,,68500.0,0.03,0.2,,2
L01085,2025-11-21,Quynh Vu,North,email nurture,CRM-PRO,Manufacturing,Mid-Market,Closed Won,2026-01-13,2026-01-13,41200.0,0.03,1.0,,6
L01086,2026-05-02,Quynh Vu,North,customer referral,MKT-AUTO,Healthcare,Mid-Market,Closed Lost,2026-06-26,2026-06-26,35200.0,0,0.0,Price,3
L01087,2026-08-08,Tuan Bui,Central,SEO,MKT-AUTO,Healthcare,Mid-Market,Closed Lost,2026-08-25,2026-08-25,19700.0,0,0.0,Competitor,3
L01088,2026-04-03,Duy Pham,South,Cold Email,CS-CLOUD,Education,Mid-Market,Closed Won,2026-06-16,2026-06-16,34600.0,0.08,1.0,,6
L01089,2025-05-30,Ha Vo,North,newsletter,CRM-CORE,Financial Services,Mid-Market,Closed Won,2025-07-21,2025-07-21,11400.0,0.1,1.0,,6
L01090,2026-07-09,Ha Vo,North,Google Organic,CS-CLOUD,Healthcare,SMB,Closed Lost,2026-09-01,2026-09-01,17700.0,0,0.0,No Decision,5
L01091,2025-01-30,Duy Pham,South,LI Ads,REV-OPS,Manufacturing,Mid-Market,Closed Lost,2025-04-02,2025-04-02,71600.0,0,0.0,Feature Gap,5
L01092,2025-04-14,Duy Pham,South,Google Ads,CRM-CORE,Professional Services,SMB,Closed Lost,2025-07-15,2025-07-15,5400.0,0,0.0,No Decision,3
L01093,2026-05-20,An Nguyen,South,LI Ads,BI-PLUS,Education,Mid-Market,Demo / Meeting,2026-08-03,,33600.0,0,0.4,,3
L01094,2025-10-14,Minh Do,North,SEO,CRM-PRO,Technology,Mid-Market,Closed Lost,2025-12-06,2025-12-06,33400.0,0,0.0,Price,3
L01095,2025-09-23,An Nguyen,South,Outbound,REV-OPS,Professional Services,Enterprise,Closed Lost,2025-11-09,2025-11-09,88400.0,0,0.0,Budget,4
L01096,2026-03-11,Tuan Bui,Central,SEM - Google,MKT-AUTO,Manufacturing,SMB,Closed Won,2026-04-08,2026-04-08,19500.0,0,1.0,,6
L01097,2026-04-22,Ha Vo,North,google cpc,BI-PLUS,Healthcare,SMB,Closed Lost,2026-06-28,2026-06-28,28000.0,0,0.0,Timing,3
L01098,2025-07-24,Quynh Vu,North,Email Campaign,BI-PLUS,Manufacturing,Mid-Market,Closed Lost,2025-08-03,2025-08-03,26900.0,0,0.0,Budget,2
L01099,2026-07-01,Chi Le,South,linkedin,CRM-PRO,Manufacturing,Mid-Market,Closed Won,2026-08-31,2026-08-31,44000.0,0,1.0,,6
L01100,2026-07-21,Quynh Vu,North,customer referral,BI-PLUS,Healthcare,Mid-Market,Closed Lost,2026-07-29,2026-07-29,36200.0,0,0.0,Timing,4
L01101,2025-05-26,Tuan Bui,Central,SEO,MKT-AUTO,Retail,Enterprise,Closed Won,2025-09-09,2025-09-09,39200.0,0.12,1.0,,6
L01102,2025-10-28,Ha Vo,North,SDR Outreach,CS-CLOUD,Financial Services,Enterprise,Closed Lost,2025-12-23,2025-12-23,81200.0,0,0.0,No Decision,2
L01103,2025-03-07,Chi Le,South,Google Ads,REV-OPS,Manufacturing,SMB,Closed Won,2025-04-23,2025-04-23,45100.0,0,1.0,,6
L01104,2026-03-11,An Nguyen,South,email nurture,CRM-CORE,Technology,Mid-Market,Closed Lost,2026-06-14,2026-06-14,18600.0,0,0.0,Competitor,4
L01105,2025-08-05,Ha Vo,North,SEO,MKT-AUTO,Retail,SMB,Closed Lost,2025-09-13,2025-09-13,18100.0,0,0.0,Price,4
L01106,2026-07-14,Ha Vo,North,Partner Referral,BI-PLUS,Manufacturing,Mid-Market,Closed Lost,2026-09-01,2026-09-01,24600.0,0,0.0,Feature Gap,2
L01107,2026-04-02,Bao Tran,South,customer referral,CRM-PRO,Manufacturing,SMB,Closed Lost,2026-06-09,2026-06-09,14600.0,0,0.0,Budget,3
L01108,2025-01-15,Minh Do,North,SEM - Google,CRM-PRO,Technology,Enterprise,Closed Won,2025-04-20,2025-04-20,88600.0,0.1,1.0,,6
L01109,2026-08-13,Quynh Vu,North,Partner Referral,MKT-AUTO,Professional Services,SMB,Qualified,2026-08-23,,9700.0,0.05,0.2,,2
L01110,2025-08-31,Ha Vo,North,Google Ads,CRM-CORE,Manufacturing,Enterprise,Negotiation,2026-03-26,,25700.0,0,0.85,,5
L01111,2025-04-09,Bao Tran,South,SEO,REV-OPS,Education,Mid-Market,Closed Won,2025-06-23,2025-06-23,73900.0,0,1.0,,6
L01112,2026-03-13,Tuan Bui,Central,Referral,CS-CLOUD,Professional Services,SMB,Closed Lost,2026-03-21,2026-03-21,19000.0,0,0.0,Budget,4
L01113,2025-01-25,Tuan Bui,Central,Google Organic,CRM-PRO,Education,Mid-Market,Closed Won,2025-03-23,2025-03-23,38900.0,0.05,1.0,,6
L01114,2026-07-14,Tuan Bui,Central,Email Campaign,BI-PLUS,Professional Services,Mid-Market,Closed Lost,2026-08-26,2026-08-26,42400.0,0,0.0,Feature Gap,3
L01115,2025-12-21,Ha Vo,North,Google Ads,CS-CLOUD,Financial Services,Mid-Market,Closed Lost,2026-01-21,2026-01-21,33100.0,0,0.0,No Decision,5
L01116,2025-09-17,Ha Vo,North,LI Ads,CRM-PRO,Technology,Mid-Market,Closed Won,2025-11-26,2025-11-26,34300.0,0.05,1.0,,6
L01117,2025-08-25,Quynh Vu,North,SEO,MKT-AUTO,Healthcare,Enterprise,Closed Won,2025-10-30,2025-10-30,64400.0,0.03,1.0,,6
L01118,2025-05-07,Ha Vo,North,SEO,CS-CLOUD,Education,Mid-Market,Closed Won,2025-06-05,2025-06-05,37400.0,0.08,1.0,,6
L01119,2025-09-09,Ha Vo,North,Referral,REV-OPS,Retail,Mid-Market,Closed Lost,2025-10-04,2025-10-04,84000.0,0,0.0,Price,2
L01120,2026-02-25,Ha Vo,North,customer referral,CS-CLOUD,Education,Enterprise,Negotiation,2026-07-26,,59600.0,0.05,0.85,,5
L01121,2025-02-16,Quynh Vu,North,virtual event,CS-CLOUD,Manufacturing,Enterprise,Closed Lost,2025-04-12,2025-04-12,67200.0,0,0.0,No Decision,5
L01122,2025-09-13,Minh Do,North,organic search,CS-CLOUD,Professional Services,Mid-Market,Closed Lost,2025-11-09,2025-11-09,32800.0,0,0.0,Price,4
L01123,2025-10-04,Duy Pham,South,virtual event,CS-CLOUD,Education,SMB,Closed Won,2025-12-03,2025-12-03,18500.0,0,1.0,,6
L01124,2026-05-21,Quynh Vu,North,Google Organic,CS-CLOUD,Professional Services,Enterprise,Proposal,2026-07-21,,42400.0,0.05,0.65,,4
L01125,2025-11-09,Minh Do,North,linkedin,CRM-CORE,Education,Mid-Market,Closed Lost,2025-11-18,2025-11-18,14900.0,0,0.0,Price,2
L01126,2026-06-18,An Nguyen,South,Outbound,MKT-AUTO,Education,Mid-Market,Qualified,2026-08-13,,25100.0,0.03,0.2,,2
L01127,2026-06-18,Chi Le,South,google cpc,MKT-AUTO,Professional Services,SMB,Demo / Meeting,2026-08-15,,18000.0,0.05,0.4,,3
L01128,2026-06-09,Quynh Vu,North,newsletter,CS-CLOUD,Healthcare,Mid-Market,Demo / Meeting,2026-07-09,,22700.0,0.05,0.4,,3
L01129,2025-09-20,Ha Vo,North,google cpc,CS-CLOUD,Retail,SMB,Negotiation,2026-06-26,,13500.0,0.05,0.85,,5
L01130,2026-07-04,Quynh Vu,North,SEO,REV-OPS,Education,SMB,Closed Won,2026-08-19,2026-08-19,25000.0,0.12,1.0,,6
L01131,2026-01-18,Duy Pham,South,Email Campaign,CS-CLOUD,Manufacturing,Enterprise,Negotiation,2026-07-13,,79500.0,0.05,0.85,,5
L01132,2025-10-04,An Nguyen,South,SEM - Google,CRM-PRO,Manufacturing,Mid-Market,Closed Lost,2025-10-31,2025-10-31,45600.0,0,0.0,Price,4
L01133,2026-07-11,Bao Tran,South,Referral,CRM-CORE,Education,Enterprise,Demo / Meeting,2026-08-06,,25300.0,0,0.4,,3
