Source,Target,Type,Weight
22082,47566,Undirected,39
22138,22487,Undirected,37
21121,84879,Undirected,34
21880,POST,Undirected,31
21623,21755,Undirected,38
21181,22467,Undirected,30
22468,85123A,Undirected,46
22359,22360,Undirected,45
22359,22361,Undirected,45
22359,22364,Undirected,39
22360,22361,Undirected,53
22360,22364,Undirected,77
22361,22364,Undirected,55
22382,22570,Undirected,35
22086,22382,Undirected,52
20725,22041,Undirected,33
22423,84997B,Undirected,50
22423,84991,Undirected,170
21977,22423,Undirected,210
21212,22423,Undirected,247
21210,22423,Undirected,97
21508,22423,Undirected,33
22027,22423,Undirected,60
21976,22423,Undirected,55
21975,22423,Undirected,81
22417,22423,Undirected,76
22423,84987,Undirected,84
22362,22364,Undirected,39
22360,22362,Undirected,34
22139,22384,Undirected,70
22384,22617,Undirected,44
22139,22467,Undirected,49
22139,22618,Undirected,34
22139,22617,Undirected,146
22090,22467,Undirected,30
22138,22467,Undirected,34
22467,84997B,Undirected,30
22090,22617,Undirected,35
20719,22617,Undirected,33
20726,22617,Undirected,44
22617,84997B,Undirected,39
22423,22617,Undirected,79
21889,22617,Undirected,35
21716,22423,Undirected,30
21715,22423,Undirected,30
21889,22423,Undirected,51
22423,72741,Undirected,78
21231,21843,Undirected,69
21231,22149,Undirected,33
22087,22219,Undirected,31
21621,22585,Undirected,30
15056P,22423,Undirected,37
15056N,22423,Undirected,102
22423,85014A,Undirected,67
22423,85014B,Undirected,84
22423,48138,Undirected,159
22423,84879,Undirected,319
21136,22423,Undirected,61
16156S,22423,Undirected,44
22063,22423,Undirected,40
21232,22423,Undirected,185
21257,22423,Undirected,46
21777,22423,Undirected,31
22423,85123A,Undirected,350
21658,22423,Undirected,72
22296,22423,Undirected,56
21390,22423,Undirected,35
22423,84949,Undirected,62
21754,22423,Undirected,187
21390,22296,Undirected,68
20971,22423,Undirected,67
20972,22586,Undirected,35
20972,22423,Undirected,89
20972,22505,Undirected,32
22271,22423,Undirected,31
22273,22423,Undirected,40
22423,22472,Undirected,34
21231,22386,Undirected,52
21231,22382,Undirected,47
21231,22383,Undirected,52
21231,22384,Undirected,52
21231,22423,Undirected,135
21231,22505,Undirected,33
22423,37450,Undirected,42
22423,37446,Undirected,37
21928,22423,Undirected,96
21929,22423,Undirected,99
22423,85099F,Undirected,109
20712,22423,Undirected,62
22386,22423,Undirected,135
22382,22423,Undirected,110
20726,22423,Undirected,78
22383,22423,Undirected,139
22565,22586,Undirected,44
22566,22586,Undirected,48
22384,22423,Undirected,111
22423,48129,Undirected,48
22423,48194,Undirected,118
22423,22505,Undirected,76
22361,22362,Undirected,69
22361,22363,Undirected,38
22362,22363,Undirected,30
22359,22362,Undirected,40
22359,22363,Undirected,31
22178,22411,Undirected,62
21535,22423,Undirected,108
21533,22423,Undirected,92
21843,22423,Undirected,302
21166,22423,Undirected,107
22413,22423,Undirected,58
21164,22423,Undirected,54
21169,22423,Undirected,43
21622,22423,Undirected,34
22360,22423,Undirected,50
22357,22423,Undirected,33
22358,22423,Undirected,44
21527,22423,Undirected,94
22073,22423,Undirected,46
21531,22423,Undirected,76
21539,22423,Undirected,100
21506,22423,Undirected,40
22423,47556B,Undirected,39
22423,47559B,Undirected,59
22423,79000,Undirected,55
22478,22479,Undirected,58
22477,22479,Undirected,55
21754,22507,Undirected,56
21623,21754,Undirected,46
22149,22505,Undirected,30
21981,22326,Undirected,35
21034,22488,Undirected,42
21621,22488,Undirected,31
22488,47566,Undirected,36
21982,21984,Undirected,42
21034,21982,Undirected,34
21034,22585,Undirected,49
22568,22617,Undirected,37
22570,22617,Undirected,32
22565,22587,Undirected,43
22566,22587,Undirected,47
22379,22617,Undirected,33
20914,21915,Undirected,35
21914,21915,Undirected,285
21936,47591D,Undirected,34
22449,22450,Undirected,76
22450,22451,Undirected,77
22449,22451,Undirected,66
22326,22505,Undirected,36
22423,48184,Undirected,83
22423,48173C,Undirected,47
20685,22423,Undirected,137
20685,22467,Undirected,32
21523,22423,Undirected,106
21955,22423,Undirected,72
22423,22467,Undirected,99
21498,22423,Undirected,64
22423,48116,Undirected,41
21498,22467,Undirected,30
22480,22481,Undirected,45
21977,22077,Undirected,73
21977,22457,Undirected,45
21755,22077,Undirected,67
22077,22079,Undirected,90
22077,22080,Undirected,72
22077,22082,Undirected,98
21181,22077,Undirected,49
22077,22508,Undirected,32
21974,22077,Undirected,36
21210,22077,Undirected,42
21621,22077,Undirected,42
21080,22077,Undirected,54
22077,47566,Undirected,75
22077,84970L,Undirected,36
22077,84970S,Undirected,41
22077,22457,Undirected,73
21181,22508,Undirected,30
21212,22508,Undirected,41
21624,22508,Undirected,30
20685,22457,Undirected,53
21523,22457,Undirected,35
22457,85099F,Undirected,52
21500,22423,Undirected,40
21499,22423,Undirected,42
22411,22423,Undirected,151
21212,22585,Undirected,72
21980,22423,Undirected,33
22423,22585,Undirected,111
21871,22423,Undirected,58
22079,22423,Undirected,32
22131,22423,Undirected,42
22195,22423,Undirected,50
22196,22423,Undirected,56
22488,84978,Undirected,30
22456,71459,Undirected,35
22488,71459,Undirected,39
22139,22456,Undirected,44
22456,84946,Undirected,39
20724,22457,Undirected,57
22457,84946,Undirected,107
22457,85066,Undirected,73
22138,22488,Undirected,30
22139,22488,Undirected,33
22488,85099F,Undirected,31
22384,22488,Undirected,31
21154,22384,Undirected,33
21231,47559B,Undirected,66
22568,85123A,Undirected,57
22570,85123A,Undirected,48
22568,47566,Undirected,33
22570,47566,Undirected,34
22457,22507,Undirected,51
20711,20717,Undirected,38
20711,21936,Undirected,53
21982,85099B,Undirected,44
85049G,85123A,Undirected,39
22077,84077,Undirected,43
22585,84077,Undirected,30
22077,85049B,Undirected,64
22077,85049G,Undirected,151
22077,22585,Undirected,94
21121,22197,Undirected,44
20750,21086,Undirected,31
22077,22423,Undirected,160
22077,22487,Undirected,42
22423,37503,Undirected,85
22361,22423,Undirected,39
22423,22487,Undirected,89
15056BL,22423,Undirected,83
22386,22464,Undirected,34
21213,22379,Undirected,36
22460,84946,Undirected,45
22460,84879,Undirected,39
21989,22411,Undirected,46
22464,71459,Undirected,33
22464,84946,Undirected,33
21212,22464,Undirected,34
22464,85099B,Undirected,46
20725,22464,Undirected,43
22464,22508,Undirected,30
22423,84988,Undirected,83
22222,22423,Undirected,35
22423,85049C,Undirected,33
22423,84520B,Undirected,62
22381,22423,Undirected,58
22215,22423,Undirected,49
21524,22423,Undirected,112
21034,22423,Undirected,103
22236,22423,Undirected,69
22221,22423,Undirected,30
22064,22423,Undirected,41
22084,22423,Undirected,66
22090,22423,Undirected,120
22083,22423,Undirected,84
22220,22423,Undirected,34
22077,85099B,Undirected,73
22077,48194,Undirected,31
22077,48138,Undirected,37
22077,85049F,Undirected,70
20718,21932,Undirected,31
21931,22077,Undirected,37
20972,22568,Undirected,121
21212,22487,Undirected,34
21212,22569,Undirected,37
21212,22568,Undirected,35
22138,22569,Undirected,30
22138,22568,Undirected,47
21977,22617,Undirected,35
22382,22568,Undirected,43
22617,85099B,Undirected,44
22570,85099B,Undirected,45
22568,85099B,Undirected,44
22271,22617,Undirected,33
22045,22617,Undirected,31
22138,22570,Undirected,30
22411,22467,Undirected,49
21121,22423,Undirected,43
21931,22423,Undirected,130
22423,85099B,Undirected,227
22585,85099B,Undirected,30
22423,22431,Undirected,33
22197,22431,Undirected,38
22423,22584,Undirected,54
22423,22456,Undirected,75
21731,22423,Undirected,75
22423,22432,Undirected,33
20718,22423,Undirected,57
22197,22423,Undirected,134
22328,22423,Undirected,94
22327,22423,Undirected,31
22326,22423,Undirected,96
22180,22423,Undirected,39
22197,22585,Undirected,33
22197,22466,Undirected,30
20727,22617,Undirected,55
20728,22617,Undirected,44
21156,22617,Undirected,45
20711,21700,Undirected,40
47566,71477,Undirected,33
21231,48138,Undirected,41
22460,84949,Undirected,38
21166,21519,Undirected,33
21623,47566,Undirected,30
22488,84879,Undirected,51
22423,22488,Undirected,50
22488,84836,Undirected,40
22488,84755,Undirected,35
22457,84755,Undirected,78
21034,22457,Undirected,50
22456,84755,Undirected,30
21034,22456,Undirected,33
22139,22487,Undirected,33
21906,22423,Undirected,31
21621,22423,Undirected,101
21770,22423,Undirected,44
22423,84836,Undirected,71
22423,84755,Undirected,103
20979,22423,Undirected,32
22139,22423,Undirected,161
22467,85099C,Undirected,33
21232,22505,Undirected,44
21231,22147,Undirected,39
22488,82580,Undirected,30
22570,22585,Undirected,43
22569,22585,Undirected,38
22569,85123A,Undirected,59
22487,85066,Undirected,31
21930,22423,Undirected,45
21754,22617,Undirected,34
22326,22617,Undirected,38
22328,22617,Undirected,32
22365,22423,Undirected,47
21755,22485,Undirected,35
22423,22485,Undirected,61
21755,22423,Undirected,136
21756,22423,Undirected,45
22423,84077,Undirected,60
22149,22423,Undirected,78
22379,22423,Undirected,79
22380,22423,Undirected,35
22197,22488,Undirected,31
22411,22488,Undirected,35
20725,22488,Undirected,34
20727,22296,Undirected,34
20725,22296,Undirected,38
22295,47566,Undirected,34
22382,22569,Undirected,33
20728,21901,Undirected,30
20725,22568,Undirected,45
20725,22569,Undirected,41
20725,22570,Undirected,37
22569,85099B,Undirected,54
20967,22568,Undirected,43
20967,22569,Undirected,48
20967,22570,Undirected,50
21078,22423,Undirected,55
21080,22423,Undirected,122
22059,22423,Undirected,34
21217,22423,Undirected,104
22423,84880,Undirected,33
22423,85099C,Undirected,95
21212,22413,Undirected,39
20725,22617,Undirected,64
22505,POST,Undirected,49
22077,84992,Undirected,41
22077,84988,Undirected,33
22077,84991,Undirected,63
21231,22411,Undirected,37
21231,22457,Undirected,42
21232,22488,Undirected,31
21931,22488,Undirected,39
21931,22457,Undirected,62
22386,22488,Undirected,46
22457,85099C,Undirected,48
22077,84520B,Undirected,30
22363,22364,Undirected,51
22360,22363,Undirected,42
21623,85152,Undirected,31
22151,22457,Undirected,51
22151,22423,Undirected,54
21260,22423,Undirected,33
20717,84755,Undirected,30
20728,22423,Undirected,107
22423,84997C,Undirected,52
22423,47567B,Undirected,38
22423,82551,Undirected,32
22423,82580,Undirected,62
21390,22457,Undirected,33
22138,22423,Undirected,154
21745,22423,Undirected,43
20971,22457,Undirected,33
22423,84970S,Undirected,96
22423,85049G,Undirected,45
21914,22197,Undirected,45
20723,22423,Undirected,60
22356,22423,Undirected,60
20724,22617,Undirected,35
20724,22423,Undirected,85
22197,22617,Undirected,41
21533,22197,Undirected,46
21035,22197,Undirected,56
21154,22139,Undirected,31
21124,22423,Undirected,37
20725,22423,Undirected,182
20719,22423,Undirected,71
22355,22423,Undirected,60
21035,22423,Undirected,49
21154,22423,Undirected,38
22423,84792,Undirected,43
22295,22423,Undirected,46
22423,47566,Undirected,258
22178,22423,Undirected,163
71477,84755,Undirected,43
20728,21078,Undirected,30
22061,22423,Undirected,78
22367,22423,Undirected,47
22423,47591D,Undirected,68
21156,22423,Undirected,59
21559,22617,Undirected,30
22301,22423,Undirected,38
22300,22423,Undirected,33
21559,22423,Undirected,69
22191,22423,Undirected,64
22193,22423,Undirected,61
22352,22423,Undirected,61
20713,22423,Undirected,56
22423,85232B,Undirected,37
22423,82486,Undirected,119
22423,82578,Undirected,36
21411,22423,Undirected,32
22423,48185,Undirected,75
22072,22423,Undirected,58
21216,22423,Undirected,51
21218,22423,Undirected,60
20750,22423,Undirected,65
20749,22423,Undirected,93
21781,22423,Undirected,40
21217,22457,Undirected,34
22507,84836,Undirected,32
21843,22507,Undirected,49
22508,84836,Undirected,36
22457,84971S,Undirected,30
21843,22457,Undirected,39
22423,84992,Undirected,94
22168,22423,Undirected,34
22283,22423,Undirected,36
22303,22423,Undirected,58
22114,22423,Undirected,98
22111,22423,Undirected,87
21407,22423,Undirected,33
22423,48187,Undirected,136
22423,48111,Undirected,51
22366,22423,Undirected,44
22505,48187,Undirected,31
21212,22505,Undirected,32
21535,22507,Undirected,33
21533,22507,Undirected,37
20685,22507,Undirected,42
21172,21179,Undirected,32
21172,82567,Undirected,30
21080,22467,Undirected,36
22302,22423,Undirected,34
22505,47566,Undirected,36
21314,22423,Undirected,112
20914,22423,Undirected,127
22192,22423,Undirected,56
22423,47566B,Undirected,45
22423,47590B,Undirected,56
22423,47590A,Undirected,37
21218,22383,Undirected,32
20727,22467,Undirected,33
20727,22423,Undirected,97
21733,22423,Undirected,95
22423,84692,Undirected,90
21485,22423,Undirected,76
22112,22423,Undirected,90
21484,22423,Undirected,51
22423,22499,Undirected,57
22423,22507,Undirected,92
21034,22507,Undirected,31
21213,22423,Undirected,85
20677,22423,Undirected,35
20676,22423,Undirected,50
20675,22423,Undirected,32
21936,22423,Undirected,63
21937,22423,Undirected,37
22175,22423,Undirected,32
21411,22508,Undirected,84
21034,22505,Undirected,40
22508,48194,Undirected,32
22507,48194,Undirected,30
21755,22507,Undirected,42
22139,22570,Undirected,39
22139,22569,Undirected,38
22139,22568,Undirected,35
22568,22585,Undirected,46
22139,22585,Undirected,38
22219,22296,Undirected,64
22188,22296,Undirected,30
22178,22488,Undirected,34
22055,22423,Undirected,82
22423,37449,Undirected,37
21844,22423,Undirected,48
84596B,84596J,Undirected,32
22189,22423,Undirected,81
22348,22423,Undirected,55
22147,22423,Undirected,65
21524,22077,Undirected,32
22077,22139,Undirected,62
21115,22423,Undirected,46
22423,85049E,Undirected,34
22294,22423,Undirected,52
21363,22423,Undirected,35
22453,22454,Undirected,46
22077,84879,Undirected,140
21531,22457,Undirected,35
22381,22457,Undirected,31
20727,22457,Undirected,60
21232,22467,Undirected,30
21231,22178,Undirected,36
22188,22457,Undirected,56
21559,22457,Undirected,35
22457,85099B,Undirected,118
21733,22508,Undirected,49
21232,22508,Undirected,31
21733,22411,Undirected,49
22055,22386,Undirected,41
22055,22411,Undirected,31
21166,22139,Undirected,35
22355,22457,Undirected,38
20719,22457,Undirected,32
22457,48194,Undirected,67
21524,22457,Undirected,41
21231,82583,Undirected,38
22139,47590B,Undirected,39
22617,85123A,Undirected,60
20727,22371,Undirected,39
21238,22423,Undirected,54
21242,22423,Undirected,32
22423,POST,Undirected,184
20726,22457,Undirected,34
20979,22382,Undirected,34
22382,22457,Undirected,55
21967,21985,Undirected,61
21985,22457,Undirected,39
22585,22617,Undirected,35
21843,22617,Undirected,31
20972,22617,Undirected,42
22077,22617,Undirected,32
21843,22585,Undirected,38
22150,22585,Undirected,30
20972,22585,Undirected,33
22077,22507,Undirected,46
21843,22077,Undirected,35
21982,22423,Undirected,39
22150,22423,Undirected,42
22077,22150,Undirected,44
20972,22077,Undirected,72
22074,22077,Undirected,32
22077,22078,Undirected,67
22326,22457,Undirected,35
22423,22568,Undirected,68
22423,22569,Undirected,48
22423,22570,Undirected,50
21519,22423,Undirected,41
22030,22423,Undirected,70
21172,22423,Undirected,71
22224,22464,Undirected,33
22179,22468,Undirected,77
22585,POST,Undirected,41
21914,85099B,Undirected,36
21791,21914,Undirected,82
21915,22077,Undirected,41
21231,47567B,Undirected,40
22467,82600,Undirected,31
22457,22617,Undirected,41
21754,22488,Undirected,46
22178,22487,Undirected,55
22585,84970S,Undirected,33
21915,22617,Undirected,48
21889,21915,Undirected,115
21915,22178,Undirected,32
21915,85123A,Undirected,51
21314,22457,Undirected,61
22488,85099B,Undirected,51
20712,22457,Undirected,31
22385,22457,Undirected,34
21928,22457,Undirected,40
21080,22488,Undirected,35
21901,22457,Undirected,34
21899,22457,Undirected,30
22029,22423,Undirected,63
21912,22423,Undirected,40
84945,85123A,Undirected,81
84945,84946,Undirected,90
22423,22508,Undirected,61
22295,22464,Undirected,30
22296,22464,Undirected,45
22452,22453,Undirected,46
22452,22454,Undirected,52
21915,84077,Undirected,90
20975,21915,Undirected,37
21326,22423,Undirected,30
22423,84946,Undirected,136
22444,85099B,Undirected,30
20726,21033,Undirected,32
22296,22384,Undirected,36
22296,22383,Undirected,31
20728,22296,Undirected,30
22090,22456,Undirected,32
22090,22585,Undirected,35
22457,84832,Undirected,49
21313,21314,Undirected,46
22441,22443,Undirected,49
22379,71053,Undirected,31
22367,22467,Undirected,30
22442,22443,Undirected,59
21731,22617,Undirected,43
22617,84879,Undirected,55
22443,85123A,Undirected,30
22219,22457,Undirected,32
22296,22457,Undirected,64
21673,22457,Undirected,32
20711,22457,Undirected,33
22383,22457,Undirected,67
22383,22488,Undirected,34
22423,85232D,Undirected,32
22441,22487,Undirected,32
22441,85123A,Undirected,40
21918,22457,Undirected,30
22584,85123A,Undirected,43
22171,22423,Undirected,54
21672,22423,Undirected,62
22212,22423,Undirected,40
22423,48188,Undirected,55
22188,22423,Undirected,40
22087,22411,Undirected,30
21181,22423,Undirected,114
21175,22423,Undirected,112
22569,47566,Undirected,30
22507,47566,Undirected,46
21790,22570,Undirected,33
21790,22569,Undirected,31
21790,22568,Undirected,36
21791,22617,Undirected,54
21790,22617,Undirected,67
21790,22585,Undirected,36
21928,22507,Undirected,36
22295,84970S,Undirected,36
21754,22508,Undirected,39
20718,22457,Undirected,31
20718,22507,Undirected,31
22077,22488,Undirected,36
21929,22457,Undirected,33
21931,22089,Undirected,33
22411,47566B,Undirected,30
22457,84992,Undirected,38
21916,22423,Undirected,47
22170,22457,Undirected,35
21937,22379,Undirected,48
20914,22617,Undirected,47
22138,22505,Undirected,34
22464,84836,Undirected,30
20750,22617,Undirected,44
21231,84987,Undirected,44
22090,84987,Undirected,36
22384,22585,Undirected,31
21429,22423,Undirected,37
21164,22457,Undirected,32
84879,85049G,Undirected,42
22082,85049G,Undirected,31
22383,84879,Undirected,100
22383,22585,Undirected,31
21452,22326,Undirected,33
21888,22423,Undirected,49
21790,22423,Undirected,96
21918,22423,Undirected,41
21791,22423,Undirected,62
22423,84978,Undirected,80
22333,22423,Undirected,32
21122,22423,Undirected,46
22295,22585,Undirected,32
22563,22564,Undirected,121
22562,22564,Undirected,84
22562,22563,Undirected,175
20972,22197,Undirected,40
21155,22457,Undirected,36
22077,22584,Undirected,34
22445,POST,Undirected,32
22077,22467,Undirected,37
20719,22077,Undirected,40
21700,22423,Undirected,53
20711,22423,Undirected,64
22385,22423,Undirected,65
21870,22423,Undirected,51
21874,22423,Undirected,31
85034C,85035C,Undirected,32
21071,82486,Undirected,56
22508,84879,Undirected,34
22457,82583,Undirected,31
20972,22587,Undirected,42
20972,22457,Undirected,35
22149,22457,Undirected,43
21670,22423,Undirected,67
21668,22423,Undirected,54
22423,37448,Undirected,38
22457,22555,Undirected,30
22029,22555,Undirected,30
22029,22556,Undirected,45
22555,22556,Undirected,269
22139,22505,Undirected,37
22457,84378,Undirected,39
22556,22560,Undirected,43
22551,22560,Undirected,40
21790,22560,Undirected,96
22560,85099B,Undirected,31
22551,22556,Undirected,312
21790,22556,Undirected,61
22411,22556,Undirected,38
22556,85099B,Undirected,65
21790,22551,Undirected,50
22411,22551,Undirected,36
22551,85099B,Undirected,63
22083,22551,Undirected,30
20725,22585,Undirected,31
21915,84375,Undirected,34
21212,21915,Undirected,74
21212,21914,Undirected,51
21915,84991,Undirected,36
21888,21915,Undirected,39
21703,21915,Undirected,53
21915,22328,Undirected,35
21915,22029,Undirected,44
21703,21914,Undirected,32
21914,22328,Undirected,32
21914,22029,Undirected,33
22423,22549,Undirected,41
22138,22549,Undirected,31
22549,22550,Undirected,39
22549,22556,Undirected,44
21034,22556,Undirected,48
22423,22556,Undirected,83
22138,22550,Undirected,30
22138,22556,Undirected,53
22556,22617,Undirected,44
22147,22457,Undirected,32
22364,22423,Undirected,36
20972,22556,Undirected,36
22147,22556,Undirected,34
22077,22556,Undirected,52
21915,22556,Undirected,73
21914,22556,Undirected,58
20972,21915,Undirected,48
20972,21914,Undirected,40
22077,22274,Undirected,32
21915,22150,Undirected,43
21914,22150,Undirected,30
21915,22147,Undirected,37
22423,22560,Undirected,37
21915,22423,Undirected,48
21914,22423,Undirected,52
21915,22560,Undirected,62
21914,22560,Undirected,56
22518,22522,Undirected,52
22518,22520,Undirected,67
22518,22523,Undirected,48
22518,22521,Undirected,58
22518,22524,Undirected,41
22518,22525,Undirected,37
22518,22519,Undirected,109
21704,21891,Undirected,43
21718,21878,Undirected,46
21878,22084,Undirected,36
21716,21878,Undirected,35
22520,22522,Undirected,153
22522,22523,Undirected,146
22521,22522,Undirected,129
22522,22524,Undirected,92
22522,22525,Undirected,77
22519,22522,Undirected,51
22520,22523,Undirected,134
22520,22521,Undirected,168
22520,22524,Undirected,109
22520,22525,Undirected,91
22519,22520,Undirected,62
22521,22523,Undirected,146
22523,22524,Undirected,80
22523,22525,Undirected,91
22519,22523,Undirected,59
22521,22524,Undirected,102
22521,22525,Undirected,106
22519,22521,Undirected,67
22524,22525,Undirected,138
22519,22524,Undirected,39
22519,22525,Undirected,41
22423,22460,Undirected,32
22297,22423,Undirected,43
22423,85150,Undirected,73
22423,82600,Undirected,96
22423,84406B,Undirected,62
22219,22423,Undirected,39
20828,22423,Undirected,51
21390,22295,Undirected,69
22423,84832,Undirected,30
21914,POST,Undirected,67
21915,POST,Undirected,79
22544,POST,Undirected,48
21137,22423,Undirected,45
21155,22423,Undirected,72
22444,85123A,Undirected,40
21452,22139,Undirected,31
22077,84755,Undirected,45
21912,22550,Undirected,100
21790,22550,Undirected,87
21889,22550,Undirected,50
22539,22544,Undirected,72
21790,84755,Undirected,39
22149,22560,Undirected,41
22138,22560,Undirected,31
21912,22560,Undirected,34
22550,22560,Undirected,40
21791,22560,Undirected,58
21791,22550,Undirected,67
22423,84050,Undirected,32
21497,22423,Undirected,38
22169,22423,Undirected,69
22170,22423,Undirected,58
22423,22441,Undirected,39
21915,22138,Undirected,73
21791,21915,Undirected,111
21912,21915,Undirected,44
21892,21915,Undirected,71
21121,84380,Undirected,33
21121,22556,Undirected,31
22077,22328,Undirected,30
22328,22556,Undirected,99
22467,22556,Undirected,48
20728,22077,Undirected,36
22077,22383,Undirected,47
22077,84380,Undirected,34
22077,84378,Undirected,37
21791,22077,Undirected,30
22077,22570,Undirected,51
20727,22556,Undirected,41
20727,22570,Undirected,31
20728,22556,Undirected,50
22383,22556,Undirected,58
22383,22570,Undirected,38
21981,22556,Undirected,33
21791,22556,Undirected,55
21912,22556,Undirected,31
21559,22556,Undirected,60
22585,84946,Undirected,54
22551,22555,Undirected,215
22555,22557,Undirected,173
22139,22555,Undirected,41
22553,22555,Undirected,110
22555,22585,Undirected,40
22551,22557,Undirected,218
22139,22551,Undirected,63
22551,22553,Undirected,198
22551,22585,Undirected,46
22139,22557,Undirected,72
22411,22557,Undirected,42
22553,22557,Undirected,181
22557,22585,Undirected,42
22139,22553,Undirected,48
22411,22553,Undirected,32
22553,22585,Undirected,32
22423,22444,Undirected,32
22423,22551,Undirected,80
22551,22561,Undirected,60
22556,22561,Undirected,61
22423,22555,Undirected,60
22555,22561,Undirected,39
22423,22561,Undirected,74
22405,22406,Undirected,40
22405,22410,Undirected,43
22406,22410,Undirected,32
22399,22402,Undirected,48
21484,22585,Undirected,30
22077,22326,Undirected,38
21172,22077,Undirected,33
21905,21907,Undirected,34
21786,21787,Undirected,58
21787,21788,Undirected,33
21787,21789,Undirected,35
22560,22561,Undirected,113
22561,22585,Undirected,35
22553,22561,Undirected,31
20749,22617,Undirected,39
21240,22423,Undirected,48
21239,22423,Undirected,48
22560,22563,Undirected,36
22549,22560,Undirected,36
22087,22423,Undirected,74
22423,82552,Undirected,58
22423,82583,Undirected,55
22423,71053,Undirected,65
22423,79067,Undirected,48
22089,22423,Undirected,54
22423,85152,Undirected,91
21116,22423,Undirected,49
21623,22411,Undirected,33
21623,21624,Undirected,40
21240,22411,Undirected,38
22557,85123A,Undirected,75
22553,85123A,Undirected,72
22551,85123A,Undirected,65
22556,85123A,Undirected,52
22554,85123A,Undirected,64
22555,85123A,Undirected,47
22556,22557,Undirected,165
22554,22557,Undirected,191
22553,22556,Undirected,162
22553,22554,Undirected,200
22553,84077,Undirected,35
22551,22554,Undirected,313
22551,84077,Undirected,39
22554,22556,Undirected,283
22556,84077,Undirected,39
22554,22555,Undirected,195
22554,84077,Undirected,33
22326,22553,Undirected,33
21232,22553,Undirected,40
21754,22553,Undirected,30
20727,22553,Undirected,116
20726,22553,Undirected,43
22382,22553,Undirected,62
22367,22553,Undirected,31
22327,22553,Undirected,32
22553,22617,Undirected,33
22417,22553,Undirected,31
22553,84991,Undirected,51
22326,22554,Undirected,133
21232,22554,Undirected,30
21754,22554,Undirected,30
20727,22554,Undirected,75
20726,22554,Undirected,94
22382,22554,Undirected,90
22367,22554,Undirected,53
22554,22617,Undirected,44
22417,22554,Undirected,40
22554,84991,Undirected,44
22326,22551,Undirected,101
21232,22551,Undirected,32
21754,22551,Undirected,35
20727,22551,Undirected,67
20726,22551,Undirected,77
22382,22551,Undirected,129
22367,22551,Undirected,73
22551,22617,Undirected,72
22417,22551,Undirected,73
22551,84991,Undirected,54
22423,71459,Undirected,110
21877,22423,Undirected,69
22138,22551,Undirected,67
22139,22556,Undirected,67
22367,22556,Undirected,48
22138,22557,Undirected,58
21912,22617,Undirected,32
22367,22557,Undirected,35
22077,84692,Undirected,31
21975,22077,Undirected,34
21314,22077,Undirected,35
21174,22077,Undirected,31
21918,22560,Undirected,42
22557,84991,Undirected,52
22328,22557,Undirected,31
22328,22551,Undirected,87
22328,22553,Undirected,31
22328,22554,Undirected,91
22029,22551,Undirected,67
22029,22554,Undirected,41
22551,84997B,Undirected,39
22554,84997B,Undirected,41
22557,47566,Undirected,38
22554,47566,Undirected,39
22516,22524,Undirected,30
22515,22524,Undirected,30
22514,22524,Undirected,31
22516,22517,Undirected,53
22515,22517,Undirected,53
22514,22517,Undirected,48
22515,22516,Undirected,48
22514,22516,Undirected,58
22514,22515,Undirected,81
21166,48187,Undirected,42
22149,22553,Undirected,40
22384,22553,Undirected,57
22147,22553,Undirected,37
21034,22553,Undirected,54
22384,22554,Undirected,65
22431,22554,Undirected,35
22554,22563,Undirected,32
21034,22554,Undirected,51
22149,22563,Undirected,30
22563,85123A,Undirected,30
22384,22563,Undirected,34
22382,22563,Undirected,33
20727,22563,Undirected,35
21034,22563,Undirected,35
22563,22569,Undirected,32
22383,22569,Undirected,32
22383,22568,Undirected,39
22382,22534,Undirected,31
22530,22534,Undirected,130
21790,22530,Undirected,34
21790,22534,Undirected,36
21868,22441,Undirected,35
21868,22528,Undirected,53
22534,22617,Undirected,43
21889,22548,Undirected,32
21790,22536,Undirected,44
21790,22548,Undirected,106
22530,22536,Undirected,44
22533,22536,Undirected,33
22534,22536,Undirected,59
22535,22536,Undirected,54
21791,22536,Undirected,34
22530,22533,Undirected,31
22530,22535,Undirected,36
22533,22534,Undirected,42
22534,22535,Undirected,56
21791,22534,Undirected,30
22138,22534,Undirected,36
21791,22548,Undirected,81
22551,22563,Undirected,30
21559,22551,Undirected,47
22555,47566,Undirected,32
22138,22555,Undirected,47
22555,22563,Undirected,30
22423,22557,Undirected,76
21559,22557,Undirected,33
22139,22563,Undirected,36
21907,22423,Undirected,51
21908,22423,Undirected,55
20754,22423,Undirected,41
22467,22555,Undirected,40
20914,22553,Undirected,30
20914,22555,Undirected,46
21900,22423,Undirected,36
21901,22423,Undirected,30
22423,82581,Undirected,38
21165,22423,Undirected,46
22423,72351A,Undirected,30
15036,22423,Undirected,63
20679,22423,Undirected,59
22077,22557,Undirected,40
22550,22561,Undirected,36
22544,22545,Undirected,32
22540,22544,Undirected,49
21790,22561,Undirected,103
21889,22560,Undirected,62
21704,22560,Undirected,40
21889,22561,Undirected,99
21704,21915,Undirected,60
21915,22561,Undirected,75
21914,22561,Undirected,55
21912,22561,Undirected,37
21704,22561,Undirected,37
22139,22386,Undirected,79
22139,22507,Undirected,39
21791,22561,Undirected,74
22139,22561,Undirected,73
22536,22561,Undirected,33
22371,22423,Undirected,40
21868,22423,Undirected,52
20725,22456,Undirected,47
