session_id,user_id,session_date,channel_id,device_id,geo_id,source,medium,is_new_user,engaged_session,engagement_seconds,pageviews,view_item,add_to_cart,begin_checkout,purchase,order_id,session_revenue
S0025586,U010894,2020-12-20,3,1,5,bing,cpc,1,1,128,4,0,0,0,0,,0.0
S0025587,U010894,2020-12-26,3,1,5,google,cpc,0,0,116,4,1,0,0,0,,0.0
S0025588,U010894,2021-01-03,6,1,5,promo,email,0,1,161,6,1,0,0,0,,0.0
S0025589,U010895,2021-01-19,2,1,3,(direct),(none),1,0,69,3,0,0,0,0,,0.0
S0025590,U010895,2021-01-20,1,1,3,google,organic,0,1,154,4,0,0,0,0,,0.0
S0025591,U010895,2021-01-21,1,1,3,bing,organic,0,1,166,11,1,1,0,0,,0.0
S0025592,U010896,2020-11-04,2,2,5,(direct),(none),1,1,202,8,1,1,1,0,,0.0
S0025593,U010896,2020-11-10,5,2,5,google,display,0,1,247,4,0,0,0,0,,0.0
S0025594,U010896,2020-11-20,1,2,5,google,organic,0,1,171,5,1,1,0,0,,0.0
S0025595,U010896,2020-11-24,5,1,5,google,display,0,0,100,5,1,0,0,0,,0.0
S0025596,U010897,2020-11-24,3,1,1,google,cpc,1,0,46,2,0,0,0,0,,0.0
S0025597,U010897,2020-11-26,2,2,1,(direct),(none),0,0,47,3,0,0,0,0,,0.0
S0025598,U010897,2020-11-29,2,1,1,(direct),(none),0,0,44,1,0,0,0,0,,0.0
S0025599,U010897,2020-12-03,1,2,1,google,organic,0,0,97,2,1,0,0,0,,0.0
S0025600,U010897,2020-12-04,4,2,1,partner-site,referral,0,1,208,10,1,1,1,0,,0.0
S0025601,U010898,2020-11-24,4,2,1,other-referral,referral,1,0,58,2,1,0,0,0,,0.0
S0025602,U010898,2020-11-26,3,2,1,google,cpc,0,1,349,13,1,1,1,1,O001585,63.02
S0025603,U010898,2020-11-30,2,2,1,(direct),(none),0,0,50,2,0,0,0,0,,0.0
S0025604,U010899,2020-12-11,1,2,2,google,organic,1,1,211,5,1,0,0,0,,0.0
S0025605,U010899,2020-12-12,1,2,2,google,organic,0,0,112,3,1,0,0,0,,0.0
S0025606,U010899,2020-12-16,1,2,2,google,organic,0,0,36,1,0,0,0,0,,0.0
S0025607,U010900,2020-11-12,3,1,9,google,cpc,1,1,174,8,1,0,0,0,,0.0
S0025608,U010900,2020-11-14,2,1,9,(direct),(none),0,1,72,9,1,0,0,0,,0.0
S0025609,U010900,2020-11-17,2,1,9,(direct),(none),0,0,59,4,0,0,0,0,,0.0
S0025610,U010900,2020-11-18,2,1,9,(direct),(none),0,1,204,15,1,1,1,0,,0.0
S0025611,U010901,2020-11-01,2,1,5,(direct),(none),1,0,80,4,0,0,0,0,,0.0
S0025612,U010901,2020-11-15,5,1,5,google,display,0,0,13,3,0,0,0,0,,0.0
S0025613,U010902,2020-12-25,2,2,8,(direct),(none),1,0,51,3,1,0,0,0,,0.0
S0025614,U010902,2020-12-30,1,1,8,google,organic,0,1,120,11,1,1,0,0,,0.0
S0025615,U010903,2020-11-20,1,1,1,google,organic,1,1,213,8,1,1,1,0,,0.0
S0025616,U010903,2020-11-26,1,1,1,google,organic,0,0,73,2,0,0,0,0,,0.0
S0025617,U010903,2020-11-28,1,1,1,google,organic,0,1,131,8,1,0,0,0,,0.0
S0025618,U010903,2020-12-02,4,1,1,youtube.com,referral,0,1,208,7,1,1,0,0,,0.0
S0025619,U010903,2020-12-04,2,1,1,(direct),(none),0,1,378,6,1,0,0,0,,0.0
S0025620,U010904,2020-12-11,1,1,1,google,organic,1,1,86,6,0,0,0,0,,0.0
S0025621,U010904,2020-12-15,1,1,1,google,organic,0,0,42,1,0,0,0,0,,0.0
S0025622,U010904,2020-12-16,5,1,1,google,display,0,1,142,6,1,0,0,0,,0.0
S0025623,U010905,2020-11-07,1,3,3,google,organic,1,0,97,3,0,0,0,0,,0.0
S0025624,U010906,2020-11-25,2,1,10,(direct),(none),1,0,92,1,0,0,0,0,,0.0
S0025625,U010906,2020-11-26,1,2,10,google,organic,0,1,162,7,1,0,0,0,,0.0
S0025626,U010906,2020-11-27,1,1,10,google,organic,0,0,111,3,0,0,0,0,,0.0
S0025627,U010907,2020-12-30,5,1,6,google,display,1,1,49,7,0,0,0,0,,0.0
S0025628,U010907,2021-01-01,2,1,6,(direct),(none),0,0,109,4,0,0,0,0,,0.0
S0025629,U010908,2020-11-27,7,2,1,facebook,social,1,1,142,5,0,0,0,0,,0.0
S0025630,U010908,2020-12-08,4,2,1,google.com,referral,0,1,161,9,1,0,0,0,,0.0
S0025631,U010908,2020-12-09,7,2,1,instagram,social,0,0,113,3,0,0,0,0,,0.0
S0025632,U010909,2020-12-02,3,2,10,google,cpc,1,1,43,10,1,0,0,0,,0.0
S0025633,U010910,2020-12-15,6,2,2,newsletter,email,1,1,391,7,1,1,1,1,O001586,49.98
S0025634,U010910,2020-12-16,5,2,2,google,display,0,0,66,3,0,0,0,0,,0.0
S0025635,U010910,2020-12-21,2,1,2,(direct),(none),0,1,63,6,1,0,0,0,,0.0
S0025636,U010911,2021-01-07,3,2,1,google,cpc,1,0,18,4,0,0,0,0,,0.0
S0025637,U010911,2021-01-10,4,2,1,google.com,referral,0,0,60,3,1,0,0,0,,0.0
S0025638,U010912,2020-12-27,3,3,1,google,cpc,1,1,58,7,1,0,0,0,,0.0
S0025639,U010912,2020-12-28,3,3,1,google,cpc,0,0,60,3,1,0,0,0,,0.0
S0025640,U010912,2020-12-29,3,2,1,bing,cpc,0,0,76,5,1,0,0,0,,0.0
S0025641,U010913,2020-11-29,3,2,5,google,cpc,1,1,203,3,1,0,0,0,,0.0
S0025642,U010913,2020-11-30,2,2,5,(direct),(none),0,1,122,4,0,0,0,0,,0.0
S0025643,U010913,2020-12-03,3,2,5,google,cpc,0,1,127,5,1,0,0,0,,0.0
S0025644,U010913,2020-12-06,1,2,5,google,organic,0,0,87,1,0,0,0,0,,0.0
S0025645,U010914,2020-12-16,4,2,1,google.com,referral,1,1,120,4,0,0,0,0,,0.0
S0025646,U010914,2020-12-19,5,2,1,dv360,display,0,1,181,7,1,0,0,0,,0.0
S0025647,U010914,2020-12-20,1,2,1,yahoo,organic,0,1,349,15,1,1,1,1,O001587,25.99
S0025648,U010914,2020-12-24,4,2,1,google.com,referral,0,1,404,10,1,1,1,1,O001588,53.98
S0025649,U010915,2020-11-29,1,2,2,google,organic,1,1,221,12,1,1,1,0,,0.0
S0025650,U010915,2020-11-30,1,2,2,google,organic,0,1,205,3,1,0,0,0,,0.0
S0025651,U010916,2021-01-05,2,1,1,(direct),(none),1,0,70,4,0,0,0,0,,0.0
S0025652,U010916,2021-01-06,2,1,1,(direct),(none),0,0,30,4,0,0,0,0,,0.0
S0025653,U010916,2021-01-07,2,1,1,(direct),(none),0,0,104,4,1,0,0,0,,0.0
S0025654,U010916,2021-01-08,4,1,1,youtube.com,referral,0,1,288,13,1,1,1,0,,0.0
S0025655,U010916,2021-01-10,2,1,1,(direct),(none),0,1,215,11,1,1,1,0,,0.0
S0025656,U010916,2021-01-11,2,1,1,(direct),(none),0,0,84,4,1,0,0,0,,0.0
S0025657,U010916,2021-01-12,1,1,1,yahoo,organic,0,1,71,7,1,0,0,0,,0.0
S0025658,U010917,2020-12-02,3,1,2,google,cpc,1,0,48,4,0,0,0,0,,0.0
S0025659,U010917,2020-12-14,6,2,2,promo,email,0,1,266,3,1,0,0,0,,0.0
S0025660,U010918,2020-11-11,3,2,1,bing,cpc,1,0,61,3,1,0,0,0,,0.0
S0025661,U010918,2020-11-16,1,2,1,google,organic,0,1,243,4,0,0,0,0,,0.0
S0025662,U010919,2020-12-01,1,2,1,google,organic,1,1,127,2,1,0,0,0,,0.0
S0025663,U010919,2020-12-08,2,2,1,(direct),(none),0,1,303,10,1,1,1,1,O001589,123.47
S0025664,U010920,2020-12-27,1,2,4,google,organic,1,0,31,3,0,0,0,0,,0.0
S0025665,U010920,2020-12-28,5,2,4,dv360,display,0,1,329,21,1,1,1,1,O001590,16.99
S0025666,U010920,2020-12-29,6,2,4,newsletter,email,0,1,219,6,1,0,0,0,,0.0
S0025667,U010921,2020-12-19,1,2,1,google,organic,1,0,4,3,0,0,0,0,,0.0
S0025668,U010922,2020-12-11,1,2,7,bing,organic,1,1,145,5,0,0,0,0,,0.0
S0025669,U010922,2020-12-18,2,2,7,(direct),(none),0,1,375,8,1,1,1,0,,0.0
S0025670,U010923,2020-11-12,1,2,1,google,organic,1,1,121,12,1,0,0,0,,0.0
S0025671,U010923,2020-11-19,2,2,1,(direct),(none),0,1,471,6,1,1,1,1,O001591,48.98
S0025672,U010923,2020-11-24,3,1,1,bing,cpc,0,1,39,7,1,0,0,0,,0.0
S0025673,U010924,2020-12-16,2,1,1,(direct),(none),1,1,122,11,1,0,0,0,,0.0
S0025674,U010925,2021-01-28,1,1,1,bing,organic,1,1,192,3,1,0,0,0,,0.0
S0025675,U010925,2021-01-31,1,2,1,bing,organic,0,0,79,5,1,0,0,0,,0.0
S0025676,U010926,2021-01-07,6,1,6,newsletter,email,1,1,193,7,1,0,0,0,,0.0
S0025677,U010926,2021-01-09,3,1,6,google,cpc,0,0,114,5,1,0,0,0,,0.0
S0025678,U010927,2020-11-25,7,1,2,youtube,social,1,0,90,5,1,0,0,0,,0.0
S0025679,U010927,2020-12-01,1,1,2,bing,organic,0,0,61,2,0,0,0,0,,0.0
S0025680,U010928,2020-12-26,2,1,1,(direct),(none),1,1,125,5,1,0,0,0,,0.0
S0025681,U010928,2020-12-28,1,1,1,google,organic,0,1,204,5,1,0,0,0,,0.0
S0025682,U010929,2020-12-27,2,2,1,(direct),(none),1,1,57,6,1,0,0,0,,0.0
S0025683,U010929,2020-12-28,3,3,1,google,cpc,0,1,88,8,0,0,0,0,,0.0
S0025684,U010929,2020-12-29,5,1,1,google,display,0,0,93,2,0,0,0,0,,0.0
S0025685,U010930,2020-11-16,3,1,1,google,cpc,1,1,171,6,1,1,0,0,,0.0
S0025686,U010930,2020-11-19,3,1,1,google,cpc,0,0,107,2,0,0,0,0,,0.0
S0025687,U010930,2020-11-21,1,1,1,bing,organic,0,0,116,4,1,0,0,0,,0.0
S0025688,U010931,2020-12-19,2,1,8,(direct),(none),1,1,188,9,1,0,0,0,,0.0
S0025689,U010932,2021-01-02,1,1,8,google,organic,1,0,90,3,1,0,0,0,,0.0
S0025690,U010933,2020-11-28,1,1,3,google,organic,1,0,17,2,0,0,0,0,,0.0
S0025691,U010933,2020-11-29,1,3,3,google,organic,0,1,130,2,0,0,0,0,,0.0
S0025692,U010933,2020-12-03,1,3,3,google,organic,0,1,303,3,1,0,0,0,,0.0
S0025693,U010933,2020-12-07,1,3,3,google,organic,0,0,84,5,1,0,0,0,,0.0
S0025694,U010934,2020-12-13,1,1,2,google,organic,1,0,70,5,1,0,0,0,,0.0
S0025695,U010935,2020-11-30,3,1,3,google,cpc,1,0,8,4,0,0,0,0,,0.0
S0025696,U010935,2020-12-04,4,2,3,youtube.com,referral,0,0,76,4,0,0,0,0,,0.0
S0025697,U010936,2020-12-01,4,1,4,partner-site,referral,1,0,48,2,0,0,0,0,,0.0
S0025698,U010936,2020-12-08,2,1,4,(direct),(none),0,1,213,3,0,0,0,0,,0.0
S0025699,U010936,2020-12-10,4,1,4,partner-site,referral,0,1,249,11,1,1,1,0,,0.0
S0025700,U010937,2021-01-28,2,2,3,(direct),(none),1,0,67,3,1,0,0,0,,0.0
S0025701,U010937,2021-01-29,2,1,3,(direct),(none),0,1,82,8,1,0,0,0,,0.0
S0025702,U010937,2021-01-30,4,1,3,partner-site,referral,0,0,74,3,0,0,0,0,,0.0
S0025703,U010937,2021-01-31,1,1,3,google,organic,0,1,188,6,1,0,0,0,,0.0
S0025704,U010938,2020-12-23,2,1,8,(direct),(none),1,0,93,3,0,0,0,0,,0.0
S0025705,U010938,2020-12-24,2,2,8,(direct),(none),0,0,84,3,1,0,0,0,,0.0
S0025706,U010939,2020-12-31,3,1,1,google,cpc,1,1,199,3,0,0,0,0,,0.0
S0025707,U010940,2020-12-03,2,1,2,(direct),(none),1,0,53,5,0,0,0,0,,0.0
S0025708,U010940,2020-12-13,6,1,2,newsletter,email,0,1,91,9,1,0,0,0,,0.0
S0025709,U010941,2020-12-27,3,1,1,google,cpc,1,0,17,4,0,0,0,0,,0.0
S0025710,U010941,2020-12-29,5,1,1,dv360,display,0,1,417,8,1,1,1,0,,0.0
S0025711,U010942,2020-12-27,2,2,4,(direct),(none),1,1,313,8,1,1,1,1,O001592,49.99
S0025712,U010943,2020-12-04,2,1,9,(direct),(none),1,0,64,1,1,0,0,0,,0.0
S0025713,U010944,2020-11-07,1,2,6,google,organic,1,1,45,7,1,0,0,0,,0.0
S0025714,U010944,2020-11-15,3,2,6,bing,cpc,0,0,27,4,0,0,0,0,,0.0
S0025715,U010945,2020-12-29,6,1,6,promo,email,1,0,118,4,1,0,0,0,,0.0
S0025716,U010945,2021-01-02,1,2,6,google,organic,0,1,56,8,1,0,0,0,,0.0
S0025717,U010946,2020-11-03,3,1,3,google,cpc,1,1,141,3,0,0,0,0,,0.0
S0025718,U010946,2020-11-12,2,2,3,(direct),(none),0,1,103,9,1,0,0,0,,0.0
S0025719,U010947,2020-11-28,1,1,1,yahoo,organic,1,1,357,10,1,1,1,1,O001593,30.17
S0025720,U010948,2020-11-28,6,2,3,promo,email,1,0,83,1,0,0,0,0,,0.0
S0025721,U010949,2020-11-26,1,2,8,google,organic,1,0,90,2,1,0,0,0,,0.0
S0025722,U010949,2020-11-30,4,2,8,youtube.com,referral,0,1,144,10,1,0,0,0,,0.0
S0025723,U010950,2020-11-08,1,2,1,google,organic,1,1,238,5,1,0,0,0,,0.0
S0025724,U010950,2020-11-21,1,2,1,google,organic,0,1,186,4,1,0,0,0,,0.0
S0025725,U010951,2020-11-03,6,2,1,newsletter,email,1,0,72,3,1,0,0,0,,0.0
S0025726,U010951,2020-11-08,4,2,1,youtube.com,referral,0,1,335,5,0,0,0,0,,0.0
S0025727,U010951,2020-11-14,5,2,1,google,display,0,1,100,7,1,0,0,0,,0.0
S0025728,U010952,2020-11-11,2,1,2,(direct),(none),1,1,183,1,0,0,0,0,,0.0
S0025729,U010952,2020-11-14,1,1,2,google,organic,0,0,88,5,1,0,0,0,,0.0
S0025730,U010952,2020-11-16,7,1,2,facebook,social,0,0,98,3,1,0,0,0,,0.0
S0025731,U010952,2020-11-17,2,1,2,(direct),(none),0,0,84,3,1,0,0,0,,0.0
S0025732,U010953,2020-11-24,3,1,3,google,cpc,1,1,149,4,1,1,0,0,,0.0
S0025733,U010954,2020-11-23,1,1,1,google,organic,1,1,108,7,1,0,0,0,,0.0
S0025734,U010955,2021-01-01,6,2,2,promo,email,1,1,87,6,0,0,0,0,,0.0
S0025735,U010956,2020-11-27,3,1,1,google,cpc,1,1,122,2,1,0,0,0,,0.0
S0025736,U010956,2020-12-10,1,1,1,google,organic,0,0,76,3,0,0,0,0,,0.0
S0025737,U010957,2020-12-05,3,2,1,google,cpc,1,1,221,1,0,0,0,0,,0.0
S0025738,U010957,2020-12-11,2,2,1,(direct),(none),0,0,73,1,0,0,0,0,,0.0
S0025739,U010957,2020-12-12,5,2,1,google,display,0,0,39,2,0,0,0,0,,0.0
S0025740,U010958,2021-01-03,2,1,1,(direct),(none),1,1,496,2,1,0,0,0,,0.0
S0025741,U010958,2021-01-10,4,1,1,partner-site,referral,0,1,180,5,1,0,0,0,,0.0
S0025742,U010959,2020-11-29,5,1,3,google,display,1,1,215,7,1,1,1,0,,0.0
S0025743,U010959,2020-12-03,3,1,3,google,cpc,0,1,177,2,0,0,0,0,,0.0
S0025744,U010960,2021-01-07,6,2,1,promo,email,1,1,297,16,1,1,1,1,O001594,32.99
S0025745,U010961,2020-12-17,2,2,1,(direct),(none),1,1,178,4,0,0,0,0,,0.0
S0025746,U010962,2020-11-23,1,1,2,google,organic,1,0,71,3,0,0,0,0,,0.0
S0025747,U010962,2020-12-02,3,1,2,google,cpc,0,0,70,4,1,0,0,0,,0.0
S0025748,U010963,2020-12-01,1,2,1,bing,organic,1,0,30,3,0,0,0,0,,0.0
S0025749,U010963,2020-12-10,1,2,1,google,organic,0,0,59,5,1,0,0,0,,0.0
S0025750,U010964,2020-12-14,1,1,1,google,organic,1,1,200,10,1,0,0,0,,0.0
S0025751,U010964,2020-12-16,1,1,1,google,organic,0,1,82,7,1,0,0,0,,0.0
S0025752,U010964,2020-12-21,2,1,1,(direct),(none),0,1,84,7,1,0,0,0,,0.0
S0025753,U010964,2020-12-23,1,1,1,yahoo,organic,0,0,65,3,1,0,0,0,,0.0
S0025754,U010965,2020-12-22,2,2,1,(direct),(none),1,1,176,8,0,0,0,0,,0.0
S0025755,U010965,2020-12-25,3,2,1,bing,cpc,0,1,67,10,1,0,0,0,,0.0
S0025756,U010965,2020-12-26,4,2,1,youtube.com,referral,0,1,103,6,1,0,0,0,,0.0
S0025757,U010966,2021-01-16,3,2,4,google,cpc,1,1,228,5,1,0,0,0,,0.0
S0025758,U010966,2021-01-17,2,1,4,(direct),(none),0,0,52,4,1,0,0,0,,0.0
S0025759,U010966,2021-01-18,4,2,4,google.com,referral,0,1,293,8,1,1,1,0,,0.0
S0025760,U010967,2020-12-05,5,2,1,google,display,1,1,138,5,0,0,0,0,,0.0
S0025761,U010967,2020-12-06,1,2,1,google,organic,0,1,151,4,0,0,0,0,,0.0
S0025762,U010967,2020-12-07,3,2,1,google,cpc,0,1,347,7,1,1,1,1,O001595,52.97
S0025763,U010968,2021-01-27,1,1,5,google,organic,1,1,143,9,1,0,0,0,,0.0
S0025764,U010968,2021-01-31,3,1,5,bing,cpc,0,1,242,11,1,1,1,0,,0.0
S0025765,U010969,2021-01-07,7,1,1,instagram,social,1,0,17,2,0,0,0,0,,0.0
S0025766,U010969,2021-01-08,1,2,1,google,organic,0,1,84,11,1,0,0,0,,0.0
S0025767,U010970,2020-12-24,3,2,1,google,cpc,1,1,145,2,0,0,0,0,,0.0
S0025768,U010970,2020-12-26,2,1,1,(direct),(none),0,0,100,3,0,0,0,0,,0.0
S0025769,U010970,2020-12-28,1,1,1,google,organic,0,0,100,5,1,0,0,0,,0.0
S0025770,U010971,2020-11-26,3,2,2,bing,cpc,1,1,299,14,1,1,1,1,O001596,37.83
S0025771,U010971,2020-12-01,2,2,2,(direct),(none),0,0,62,3,0,0,0,0,,0.0
S0025772,U010972,2020-12-03,1,1,9,yahoo,organic,1,1,166,6,1,0,0,0,,0.0
S0025773,U010972,2020-12-08,2,1,9,(direct),(none),0,1,315,16,1,1,1,1,O001597,24.99
S0025774,U010972,2020-12-09,3,1,9,google,cpc,0,0,68,3,0,0,0,0,,0.0
S0025775,U010972,2020-12-10,4,1,9,partner-site,referral,0,1,113,7,1,0,0,0,,0.0
S0025776,U010972,2020-12-16,4,1,9,partner-site,referral,0,1,122,6,1,1,0,0,,0.0
S0025777,U010973,2020-12-12,2,2,2,(direct),(none),1,0,56,4,1,0,0,0,,0.0
S0025778,U010973,2020-12-13,1,2,2,google,organic,0,1,172,3,1,0,0,0,,0.0
S0025779,U010974,2020-12-01,2,1,1,(direct),(none),1,1,154,6,1,0,0,0,,0.0
S0025780,U010975,2020-12-22,1,2,1,google,organic,1,1,95,6,1,0,0,0,,0.0
S0025781,U010975,2020-12-25,3,2,1,google,cpc,0,1,250,1,0,0,0,0,,0.0
S0025782,U010976,2020-11-28,1,2,7,google,organic,1,0,67,2,1,0,0,0,,0.0
S0025783,U010977,2020-11-18,1,1,1,google,organic,1,0,61,1,0,0,0,0,,0.0
S0025784,U010977,2020-11-23,3,1,1,bing,cpc,0,1,132,12,1,0,0,0,,0.0
S0025785,U010978,2020-11-23,3,1,10,bing,cpc,1,1,564,8,1,1,1,1,O001598,49.98
S0025786,U010979,2020-12-06,4,1,1,partner-site,referral,1,1,89,6,1,0,0,0,,0.0
S0025787,U010980,2020-12-07,2,3,3,(direct),(none),1,0,57,4,0,0,0,0,,0.0
S0025788,U010980,2020-12-09,1,3,3,google,organic,0,0,87,3,1,0,0,0,,0.0
S0025789,U010981,2021-01-22,3,1,10,google,cpc,1,1,82,6,1,0,0,0,,0.0
S0025790,U010981,2021-01-24,6,1,10,newsletter,email,0,0,53,3,1,0,0,0,,0.0
S0025791,U010981,2021-01-25,3,1,10,google,cpc,0,0,94,3,1,0,0,0,,0.0
S0025792,U010982,2020-12-21,6,3,1,newsletter,email,1,1,294,14,1,1,1,1,O001599,9.99
S0025793,U010983,2021-01-12,6,1,5,newsletter,email,1,0,75,1,0,0,0,0,,0.0
S0025794,U010984,2020-12-21,2,1,1,(direct),(none),1,0,107,4,1,1,0,0,,0.0
S0025795,U010984,2020-12-22,3,1,1,google,cpc,0,0,83,5,1,0,0,0,,0.0
S0025796,U010984,2020-12-23,6,1,1,newsletter,email,0,1,111,10,1,0,0,0,,0.0
S0025797,U010984,2020-12-24,3,1,1,google,cpc,0,0,72,1,0,0,0,0,,0.0
S0025798,U010985,2020-11-27,2,2,1,(direct),(none),1,0,56,3,1,0,0,0,,0.0
S0025799,U010985,2020-12-05,1,2,1,google,organic,0,0,17,4,0,0,0,0,,0.0
S0025800,U010986,2020-12-24,2,1,1,(direct),(none),1,1,146,5,1,1,0,0,,0.0
S0025801,U010986,2020-12-26,3,1,1,google,cpc,0,1,170,6,1,0,0,0,,0.0
S0025802,U010986,2020-12-30,6,1,1,newsletter,email,0,0,50,2,1,0,0,0,,0.0
S0025803,U010987,2020-12-13,1,1,1,google,organic,1,0,57,2,0,0,0,0,,0.0
S0025804,U010987,2020-12-14,1,2,1,google,organic,0,1,108,7,1,0,0,0,,0.0
S0025805,U010987,2020-12-15,2,1,1,(direct),(none),0,1,340,15,1,1,1,1,O001600,18.89
S0025806,U010987,2020-12-19,1,1,1,google,organic,0,0,60,3,0,0,0,0,,0.0
S0025807,U010987,2020-12-20,2,1,1,(direct),(none),0,0,23,2,0,0,0,0,,0.0
S0025808,U010988,2021-01-09,3,2,5,google,cpc,1,0,78,1,0,0,0,0,,0.0
S0025809,U010988,2021-01-11,2,2,5,(direct),(none),0,1,314,17,1,1,1,1,O001601,15.99
S0025810,U010988,2021-01-12,2,2,5,(direct),(none),0,1,121,9,1,0,0,0,,0.0
S0025811,U010989,2020-12-13,7,1,3,instagram,social,1,1,175,4,1,0,0,0,,0.0
S0025812,U010990,2021-01-08,1,2,6,google,organic,1,0,79,5,0,0,0,0,,0.0
S0025813,U010990,2021-01-09,7,2,6,youtube,social,0,1,199,6,1,0,0,0,,0.0
S0025814,U010990,2021-01-10,3,1,6,bing,cpc,0,1,40,7,0,0,0,0,,0.0
S0025815,U010991,2020-11-16,2,2,1,(direct),(none),1,0,69,5,1,0,0,0,,0.0
S0025816,U010991,2020-11-21,3,1,1,bing,cpc,0,1,200,15,1,1,1,0,,0.0
S0025817,U010991,2020-11-23,2,1,1,(direct),(none),0,0,103,4,1,0,0,0,,0.0
S0025818,U010991,2020-11-25,2,2,1,(direct),(none),0,1,187,5,1,0,0,0,,0.0
S0025819,U010992,2020-11-22,1,1,1,bing,organic,1,1,193,5,1,0,0,0,,0.0
S0025820,U010992,2020-11-24,3,1,1,bing,cpc,0,1,557,8,1,1,1,1,O001602,26.09
S0025821,U010992,2020-11-25,1,1,1,yahoo,organic,0,1,80,6,1,0,0,0,,0.0
S0025822,U010992,2020-12-03,1,1,1,google,organic,0,1,158,9,1,0,0,0,,0.0
S0025823,U010993,2020-12-17,1,2,1,google,organic,1,1,47,6,1,0,0,0,,0.0
S0025824,U010993,2020-12-18,2,2,1,(direct),(none),0,1,191,4,1,0,0,0,,0.0
S0025825,U010993,2020-12-20,1,2,1,yahoo,organic,0,0,60,5,0,0,0,0,,0.0
S0025826,U010994,2020-12-22,7,2,1,instagram,social,1,0,47,5,1,0,0,0,,0.0
S0025827,U010994,2020-12-29,2,2,1,(direct),(none),0,1,422,4,1,0,0,0,,0.0
S0025828,U010995,2020-11-20,2,2,1,(direct),(none),1,1,45,8,0,0,0,0,,0.0
S0025829,U010996,2020-12-05,1,2,1,google,organic,1,0,73,5,1,0,0,0,,0.0
S0025830,U010996,2020-12-09,5,1,1,google,display,0,0,45,4,1,0,0,0,,0.0
S0025831,U010996,2020-12-15,2,1,1,(direct),(none),0,0,77,2,1,0,0,0,,0.0
S0025832,U010997,2020-11-29,2,2,1,(direct),(none),1,1,110,8,1,0,0,0,,0.0
S0025833,U010997,2020-12-02,3,1,1,google,cpc,0,1,161,3,1,0,0,0,,0.0
S0025834,U010997,2020-12-09,4,1,1,partner-site,referral,0,1,115,10,1,0,0,0,,0.0
S0025835,U010998,2020-11-03,4,1,1,other-referral,referral,1,1,151,2,0,0,0,0,,0.0
S0025836,U010998,2020-11-09,1,1,1,google,organic,0,1,179,4,1,0,0,0,,0.0
S0025837,U010999,2020-12-18,4,1,1,partner-site,referral,1,0,37,4,1,0,0,0,,0.0
S0025838,U010999,2020-12-19,5,1,1,google,display,0,1,141,10,1,1,0,0,,0.0
S0025839,U010999,2020-12-21,4,1,1,other-referral,referral,0,1,199,10,1,0,0,0,,0.0
S0025840,U010999,2020-12-22,1,1,1,google,organic,0,0,99,5,1,0,0,0,,0.0
S0025841,U010999,2020-12-23,1,2,1,yahoo,organic,0,1,132,6,0,0,0,0,,0.0
S0025842,U011000,2020-11-29,1,1,1,bing,organic,1,1,164,3,1,0,0,0,,0.0
S0025843,U011000,2020-12-08,7,2,1,youtube,social,0,0,74,4,0,0,0,0,,0.0
S0025844,U011000,2020-12-13,2,1,1,(direct),(none),0,1,62,9,1,0,0,0,,0.0
S0025845,U011001,2020-11-19,4,1,1,partner-site,referral,1,1,140,11,1,1,0,0,,0.0
S0025846,U011002,2020-12-18,1,2,1,bing,organic,1,1,208,13,1,1,1,0,,0.0
S0025847,U011003,2020-12-03,3,2,1,google,cpc,1,0,78,3,0,0,0,0,,0.0
S0025848,U011004,2020-11-18,2,2,3,(direct),(none),1,1,382,12,1,1,1,1,O001603,32.99
S0025849,U011004,2020-11-26,4,1,3,youtube.com,referral,0,0,93,3,1,0,0,0,,0.0
S0025850,U011004,2020-11-29,2,1,3,(direct),(none),0,0,90,4,1,0,0,0,,0.0
S0025851,U011004,2020-12-01,2,1,3,(direct),(none),0,0,106,4,0,0,0,0,,0.0
S0025852,U011005,2021-01-29,1,2,1,bing,organic,1,0,77,2,1,0,0,0,,0.0
S0025853,U011005,2021-01-30,2,2,1,(direct),(none),0,1,281,12,1,1,1,0,,0.0
S0025854,U011005,2021-01-31,6,2,1,newsletter,email,0,1,211,6,1,1,0,0,,0.0
S0025855,U011006,2020-12-23,1,2,10,google,organic,1,0,115,4,0,0,0,0,,0.0
S0025856,U011007,2020-12-30,2,1,1,(direct),(none),1,1,250,4,1,0,0,0,,0.0
S0025857,U011008,2020-12-16,1,1,1,google,organic,1,1,261,5,1,0,0,0,,0.0
S0025858,U011008,2020-12-19,2,1,1,(direct),(none),0,1,133,5,1,0,0,0,,0.0
S0025859,U011008,2020-12-20,3,1,1,google,cpc,0,1,180,11,1,1,0,0,,0.0
S0025860,U011009,2020-12-06,1,1,2,google,organic,1,1,104,6,1,0,0,0,,0.0
S0025861,U011010,2021-01-01,7,2,2,instagram,social,1,1,259,4,1,0,0,0,,0.0
S0025862,U011010,2021-01-06,1,2,2,google,organic,0,1,198,7,1,0,0,0,,0.0
S0025863,U011011,2020-12-30,4,3,4,other-referral,referral,1,1,163,11,1,0,0,0,,0.0
S0025864,U011012,2021-01-27,2,1,4,(direct),(none),1,0,100,3,1,0,0,0,,0.0
S0025865,U011012,2021-01-29,3,2,4,google,cpc,0,0,60,5,0,0,0,0,,0.0
S0025866,U011012,2021-01-30,6,1,4,promo,email,0,0,102,3,1,0,0,0,,0.0
