CampaignID,StartDate,EndDate,Channel,Impressions,Clicks,Leads,Conversions,Cost_USD,Revenue_USD,ROI
CAMP04991,2025-12-11,2025-12-30,Display,41005,397,30,8,233.75,486.02,1.0792
CAMP04992,2025-04-14,2025-04-26,Search,25758,1173,227,51,1642.08,2948.97,0.7959
CAMP04993,2025-10-08,2025-10-19,Social,14171,357,64,13,230.3,1072.44,3.6567
CAMP04994,2025-03-31,2025-04-06,Email,53819,3396,796,164,2927.94,11018.11,2.7631
CAMP04995,2025-12-31,2026-01-07,Social,23658,617,86,12,396.92,985.07,1.4818
CAMP04996,2025-05-10,2025-06-02,Search,46667,2454,551,131,4082.13,9234.97,1.2623
CAMP04997,2025-07-07,2025-07-26,Email,57205,5037,1383,316,3283.63,26709.68,7.1342
CAMP04998,2025-09-08,2025-09-26,Influencer,15650,555,93,25,632.16,1598.24,1.5282
CAMP04999,2025-11-02,2025-11-25,Social,131452,3948,705,135,3353.16,9707.78,1.8951
CAMP05000,2025-04-12,2025-04-30,Influencer,116380,3110,522,98,4281.54,8151.84,0.904
CAMP05001,2025-07-08,2025-07-18,Display,77316,883,74,10,632.95,632.13,-0.0013
CAMP05002,2025-11-14,2025-12-05,Social,23273,585,93,15,497.28,1348.14,1.711
CAMP05003,2025-08-08,2025-08-27,Search,77625,4288,980,262,5865.83,21471.6,2.6605
CAMP05004,2025-02-07,2025-02-17,Display,67232,729,81,14,591.93,778.65,0.3154
CAMP05005,2025-09-09,2025-10-03,Email,49981,2735,629,100,2372.74,7236.67,2.0499
CAMP05006,2025-02-03,2025-02-12,Display,27380,379,33,5,219.44,300.45,0.3692
CAMP05007,2025-05-10,2025-05-31,Social,38808,912,122,15,650.34,850.91,0.3084
CAMP05008,2025-07-03,2025-07-29,Search,19739,1488,379,96,2108.75,9728.48,3.6134
CAMP05009,2025-12-13,2025-12-26,Email,51243,4983,1518,343,4317.92,19715.44,3.566
CAMP05010,2025-12-23,2026-01-05,Search,36008,2085,524,132,3585.99,10615.23,1.9602
CAMP05011,2025-04-13,2025-04-29,Display,39421,460,61,10,321.13,699.1,1.177
CAMP05012,2025-11-26,2025-12-22,Email,30085,2437,611,138,1962.14,10125.28,4.1603
CAMP05013,2025-04-11,2025-05-02,Influencer,29823,928,162,34,771.23,3352.44,3.3469
CAMP05014,2025-07-07,2025-07-17,Search,39718,1966,421,97,2950.76,6829.11,1.3144
CAMP05015,2025-10-10,2025-10-20,Email,47265,2998,720,143,2287.64,8335.86,2.6439
CAMP05016,2025-02-16,2025-03-09,Search,60353,3440,750,197,4031.73,14707.3,2.6479
CAMP05017,2025-08-14,2025-09-02,Search,100541,5792,1287,324,6804.75,24085.88,2.5396
CAMP05018,2025-05-24,2025-06-05,Search,54684,3304,745,190,4964.49,18137.35,2.6534
CAMP05019,2025-07-20,2025-08-09,Search,41958,2605,623,151,4156.7,16000.85,2.8494
CAMP05020,2025-05-28,2025-06-19,Search,115838,4589,857,151,6410.33,12022.25,0.8754
CAMP05021,2025-09-28,2025-10-23,Social,42563,1038,179,22,831.44,1534.94,0.8461
CAMP05022,2025-03-28,2025-04-17,Email,35332,3054,851,197,2297.08,16756.83,6.2948
CAMP05023,2025-11-09,2025-12-02,Search,31119,1373,261,61,1854.88,4643.64,1.5035
CAMP05024,2025-02-12,2025-02-28,Search,23825,1040,208,40,1760.73,3492.22,0.9834
CAMP05025,2025-06-12,2025-06-26,Search,34935,1860,416,91,2261.27,8379.73,2.7058
CAMP05026,2025-01-05,2025-01-17,Social,27511,527,83,5,403.25,286.02,-0.2907
CAMP05027,2025-07-06,2025-07-19,Search,25731,1154,251,43,1334.45,3632.39,1.722
CAMP05028,2025-11-07,2025-11-18,Display,65291,649,54,12,399.47,1084.81,1.7156
CAMP05029,2025-09-21,2025-10-14,Email,25959,1797,448,87,1675.34,7768.69,3.6371
CAMP05030,2025-11-11,2025-11-25,Social,50023,1252,189,37,1068.07,2791.08,1.6132
CAMP05031,2025-04-03,2025-04-09,Social,57979,1612,266,49,1550.81,3242.64,1.0909
CAMP05032,2025-07-16,2025-08-08,Display,30155,285,24,3,193.64,161.9,-0.1639
CAMP05033,2025-12-12,2025-12-28,Social,127540,3092,472,103,2536.92,6789.36,1.6762
CAMP05034,2025-08-17,2025-08-27,Email,101747,4995,1091,181,4307.25,9772.86,1.2689
CAMP05035,2025-12-04,2025-12-27,Search,60197,3167,685,162,4834.02,14452.42,1.9897
CAMP05036,2025-08-19,2025-09-13,Search,30308,1478,307,75,1996.63,7885.19,2.9492
CAMP05037,2025-08-27,2025-09-02,Social,81333,2103,324,63,1815.36,4250.38,1.3413
CAMP05038,2025-12-01,2025-12-07,Display,49855,770,84,8,534.59,498.76,-0.067
CAMP05039,2025-10-08,2025-10-26,Search,52803,3791,964,257,5349.52,26343.88,3.9245
CAMP05040,2025-09-17,2025-09-26,Display,106924,922,72,7,713.37,337.94,-0.5263
CAMP05041,2025-07-14,2025-07-26,Email,70286,4144,953,163,3411.22,12989.12,2.8078
CAMP05042,2025-10-04,2025-10-22,Influencer,61653,2300,424,92,2203.6,7817.23,2.5475
CAMP05043,2025-05-12,2025-06-02,Display,91031,880,75,11,583.05,827.41,0.4191
CAMP05044,2025-11-29,2025-12-10,Search,46880,2840,673,156,4401.76,13146.27,1.9866
CAMP05045,2025-12-24,2026-01-07,Social,79313,2071,324,48,1317.56,2718.38,1.0632
CAMP05046,2025-05-03,2025-05-16,Influencer,35892,1317,231,54,1211.66,4215.36,2.479
CAMP05047,2025-05-14,2025-05-29,Email,68241,4655,1134,224,4237.54,14504.22,2.4228
CAMP05048,2025-11-17,2025-11-26,Social,46244,1582,280,45,1512.66,2856.07,0.8881
CAMP05049,2025-11-04,2025-11-22,Display,41637,603,62,12,454.6,933.88,1.0543
CAMP05050,2025-11-25,2025-12-01,Social,50278,1261,217,34,1140.32,2225.55,0.9517
CAMP05051,2025-09-22,2025-10-10,Display,53244,670,72,2,360.5,148.4,-0.5883
CAMP05052,2025-08-11,2025-09-05,Search,68580,2992,567,122,3749.58,12547.68,2.3464
CAMP05053,2025-01-28,2025-02-17,Influencer,68157,2223,383,88,3100.91,7187.6,1.3179
CAMP05054,2025-12-15,2025-12-26,Search,57699,3227,698,168,4197.42,12265.92,1.9223
CAMP05055,2025-12-17,2026-01-07,Email,10929,753,172,38,561.93,3329.79,4.9256
CAMP05056,2025-08-25,2025-09-07,Social,60311,1229,176,36,936.12,2908.57,2.107
CAMP05057,2025-04-23,2025-05-12,Email,61809,3979,902,167,3302.31,10392.11,2.1469
CAMP05058,2025-08-07,2025-08-31,Influencer,30518,892,150,35,1146.8,3979.24,2.4699
CAMP05059,2025-10-02,2025-10-10,Email,27629,1828,469,88,1249.25,5291.19,3.2355
CAMP05060,2025-03-27,2025-04-22,Search,93268,4071,810,181,5350.32,12662.4,1.3667
CAMP05061,2025-12-08,2026-01-01,Display,60970,985,123,16,558.0,911.49,0.6335
CAMP05062,2025-06-14,2025-07-10,Social,28440,486,56,9,502.51,694.15,0.3814
CAMP05063,2025-12-07,2025-12-14,Search,14329,901,194,56,1476.24,4845.23,2.2821
CAMP05064,2025-09-06,2025-09-25,Search,33660,2277,564,147,3296.05,10625.97,2.2238
CAMP05065,2025-12-29,2026-01-24,Email,72612,7612,2245,569,5770.41,42922.07,6.4383
CAMP05066,2025-07-10,2025-08-02,Email,39680,2831,704,147,2586.13,11298.78,3.369
CAMP05067,2025-01-10,2025-01-22,Influencer,99631,3085,504,117,3694.45,9264.9,1.5078
CAMP05068,2025-07-14,2025-07-29,Influencer,11770,421,75,17,489.42,1773.16,2.623
CAMP05069,2025-05-27,2025-06-23,Social,42532,1304,240,56,1014.66,4395.95,3.3324
CAMP05070,2025-03-21,2025-04-08,Influencer,48173,1584,274,54,1540.23,4215.22,1.7367
CAMP05071,2025-09-18,2025-10-03,Email,54746,3905,1018,208,3269.96,13089.97,3.0031
CAMP05072,2025-01-14,2025-02-10,Social,29622,767,127,27,540.9,1760.76,2.2552
CAMP05073,2025-09-29,2025-10-22,Search,60793,2981,569,144,3800.0,13884.33,2.6538
CAMP05074,2025-04-05,2025-04-21,Search,44880,3348,878,256,4922.95,19425.76,2.946
CAMP05075,2025-11-25,2025-12-04,Search,54542,2938,657,148,3499.02,12630.87,2.6098
CAMP05076,2025-10-12,2025-11-05,Search,102417,7364,1882,538,8117.06,32257.31,2.974
CAMP05077,2025-04-16,2025-05-12,Search,47391,2977,690,185,4294.75,18513.03,3.3106
CAMP05078,2025-08-13,2025-09-02,Influencer,23338,895,192,44,939.69,3447.48,2.6687
CAMP05079,2025-08-07,2025-08-31,Search,43955,1858,348,74,2480.06,4422.96,0.7834
CAMP05080,2025-09-10,2025-09-29,Display,30873,382,52,1,283.57,60.79,-0.7856
CAMP05081,2025-08-29,2025-09-06,Influencer,79035,2190,354,62,2633.41,4970.4,0.8874
CAMP05082,2025-06-23,2025-07-04,Social,87961,2301,361,80,1712.41,6082.31,2.5519
CAMP05083,2025-09-09,2025-10-01,Social,43091,1245,229,47,897.33,2536.53,1.8268
CAMP05084,2025-09-17,2025-10-05,Social,40879,1238,202,30,992.51,1915.8,0.9303
CAMP05085,2025-04-17,2025-05-10,Search,25392,1194,235,50,1631.96,4187.47,1.5659
CAMP05086,2025-02-06,2025-02-24,Search,52251,3972,1049,291,5917.94,26451.13,3.4697
CAMP05087,2025-07-17,2025-07-29,Search,48005,1776,307,57,2705.26,3955.92,0.4623
CAMP05088,2025-12-27,2026-01-23,Search,68594,3390,695,149,4246.71,9246.49,1.1773
CAMP05089,2025-06-19,2025-06-29,Social,109661,2540,396,70,2001.27,3645.87,0.8218
CAMP05090,2025-05-31,2025-06-20,Email,37047,3106,869,189,2482.55,15517.07,5.2505
CAMP05091,2025-10-11,2025-11-07,Display,96518,815,80,6,499.61,289.58,-0.4204
CAMP05092,2025-04-10,2025-05-01,Display,35207,507,48,6,274.57,358.83,0.3069
CAMP05093,2025-05-21,2025-06-15,Email,126903,8794,2182,423,7070.73,23397.16,2.309
CAMP05094,2025-12-19,2025-12-31,Social,31807,1065,174,44,759.71,3475.88,3.5753
CAMP05095,2025-08-18,2025-08-28,Display,90823,1211,124,12,804.38,756.71,-0.0593
CAMP05096,2025-10-28,2025-11-06,Display,68652,797,85,11,552.89,701.02,0.2679
CAMP05097,2025-09-30,2025-10-25,Influencer,69411,2028,333,59,2161.78,5230.34,1.4195
CAMP05098,2025-08-29,2025-09-05,Search,28899,1601,344,77,2270.02,5809.62,1.5593
CAMP05099,2025-06-30,2025-07-27,Social,46363,1347,240,55,1182.16,3028.87,1.5621
CAMP05100,2025-07-03,2025-07-25,Email,77532,4376,985,185,4913.37,13301.32,1.7072
CAMP05101,2025-11-10,2025-12-03,Search,110649,5452,1170,255,11153.97,24368.03,1.1847
CAMP05102,2025-11-15,2025-12-12,Social,28852,723,120,15,538.53,1192.16,1.2137
CAMP05103,2025-05-29,2025-06-12,Search,103168,8524,2320,683,11001.44,53105.1,3.8271
CAMP05104,2025-07-28,2025-08-11,Search,147554,5654,1025,198,6986.41,14355.0,1.0547
CAMP05105,2025-10-16,2025-11-09,Display,87758,1124,124,18,743.46,1498.36,1.0154
CAMP05106,2025-10-01,2025-10-27,Influencer,42717,1527,271,53,1427.84,4367.37,2.0587
CAMP05107,2025-08-27,2025-09-09,Display,73277,1192,128,16,698.93,917.73,0.313
CAMP05108,2025-12-08,2025-12-30,Influencer,14286,594,119,30,559.39,2864.71,4.1211
CAMP05109,2025-03-20,2025-04-15,Social,37224,983,155,36,866.97,1899.41,1.1909
CAMP05110,2025-03-28,2025-04-04,Social,96853,2512,437,82,1958.36,4807.19,1.4547
CAMP05111,2025-09-14,2025-10-07,Search,123508,7230,1624,424,10204.47,36711.91,2.5976
CAMP05112,2025-02-03,2025-02-22,Search,100639,4951,1083,240,6694.27,21624.29,2.2303
CAMP05113,2025-05-18,2025-06-07,Search,37910,2319,541,129,3032.42,7686.35,1.5347
CAMP05114,2025-07-19,2025-08-13,Search,44503,2711,616,168,3809.04,13889.59,2.6465
CAMP05115,2025-06-22,2025-07-07,Display,59988,536,54,3,255.38,210.66,-0.1751
CAMP05116,2025-05-03,2025-05-15,Search,86470,4532,978,224,4961.28,13721.37,1.7657
CAMP05117,2025-08-11,2025-09-01,Email,15300,1458,447,101,989.79,8206.56,7.2912
CAMP05118,2025-08-04,2025-08-20,Influencer,41277,1552,282,62,1807.13,4247.06,1.3502
CAMP05119,2025-06-08,2025-06-15,Influencer,87383,3560,702,182,3865.81,18255.24,3.7222
CAMP05120,2025-08-28,2025-09-11,Search,33232,2070,552,148,3099.13,10677.48,2.4453
CAMP05121,2025-04-11,2025-05-06,Display,71379,901,92,14,496.31,901.54,0.8165
CAMP05122,2025-02-13,2025-02-19,Display,73300,798,75,10,466.2,502.35,0.0775
CAMP05123,2025-10-20,2025-11-15,Search,140005,7265,1515,349,9711.15,25021.62,1.5766
CAMP05124,2025-05-26,2025-06-20,Search,163605,9554,2250,534,14201.71,36848.23,1.5946
CAMP05125,2025-05-28,2025-06-06,Social,41308,1090,190,38,899.86,2521.04,1.8016
CAMP05126,2025-12-11,2025-12-26,Display,122677,1640,153,16,1019.78,722.32,-0.2917
CAMP05127,2025-05-15,2025-06-10,Display,31949,493,57,8,347.46,525.3,0.5118
CAMP05128,2025-08-06,2025-08-22,Email,25991,2006,521,106,1541.52,5407.13,2.5077
CAMP05129,2025-01-03,2025-01-25,Search,47955,3357,846,236,4146.81,20555.72,3.957
CAMP05130,2025-10-18,2025-11-08,Influencer,99975,2871,421,81,2584.26,8782.24,2.3984
CAMP05131,2025-12-07,2025-12-29,Search,20788,1517,402,111,2037.26,10315.74,4.0635
CAMP05132,2025-04-11,2025-05-06,Display,31040,348,33,6,186.93,424.24,1.2695
CAMP05133,2025-02-08,2025-02-19,Influencer,77386,2842,526,127,3198.26,9700.8,2.0331
CAMP05134,2025-02-26,2025-03-19,Social,42148,1202,221,49,894.38,2493.03,1.7874
CAMP05135,2025-08-01,2025-08-25,Social,47801,1439,234,49,1003.88,3167.63,2.1554
CAMP05136,2025-11-11,2025-11-25,Search,41545,2421,550,146,3514.42,13265.53,2.7746
CAMP05137,2025-05-12,2025-05-23,Search,44377,2547,563,130,4072.92,10503.49,1.5789
CAMP05138,2025-03-23,2025-04-12,Search,59393,3190,667,154,3907.38,16093.02,3.1186
CAMP05139,2025-11-21,2025-12-09,Display,49246,811,103,16,432.01,824.72,0.909
CAMP05140,2025-10-02,2025-10-25,Search,175293,9289,2057,500,10486.71,31689.33,2.0219
CAMP05141,2025-07-06,2025-07-17,Social,7265,174,18,5,159.98,409.84,1.5618
CAMP05142,2025-08-02,2025-08-15,Social,111536,2256,320,48,1825.14,2979.38,0.6324
CAMP05143,2025-03-10,2025-03-22,Influencer,16536,551,92,24,579.81,1929.3,2.3275
CAMP05144,2025-01-07,2025-01-19,Social,37191,1198,222,47,1026.39,2457.24,1.3941
CAMP05145,2025-05-20,2025-05-27,Social,56471,1416,222,32,1256.79,2117.65,0.685
CAMP05146,2025-07-11,2025-07-20,Display,78257,969,99,15,669.43,861.56,0.287
CAMP05147,2025-12-03,2025-12-15,Email,61789,4252,1059,186,3974.94,13326.02,2.3525
CAMP05148,2025-04-12,2025-05-03,Social,24992,625,93,10,623.52,763.87,0.2251
CAMP05149,2025-11-01,2025-11-07,Search,105204,5984,1343,289,9635.82,21650.72,1.2469
CAMP05150,2025-04-12,2025-04-28,Search,66333,2813,566,118,4479.46,9692.16,1.1637
CAMP05151,2025-02-24,2025-03-07,Influencer,14586,494,89,20,550.0,1980.31,2.6006
CAMP05152,2025-05-23,2025-06-10,Email,94986,9634,2853,737,8483.85,50185.27,4.9154
CAMP05153,2025-08-21,2025-09-06,Email,17413,1099,261,49,741.24,3199.32,3.3162
CAMP05154,2025-05-04,2025-05-13,Search,53869,2670,565,132,3241.58,8234.87,1.5404
CAMP05155,2025-10-04,2025-10-30,Email,59632,2901,633,98,2508.64,7666.8,2.0562
CAMP05156,2025-06-03,2025-06-16,Influencer,15790,379,60,13,426.65,1045.95,1.4515
CAMP05157,2025-06-03,2025-06-20,Influencer,72936,2270,369,68,2741.94,5273.44,0.9233
CAMP05158,2025-02-25,2025-03-24,Social,28536,784,119,26,610.54,1749.4,1.8653
CAMP05159,2025-11-09,2025-11-17,Search,81326,3753,738,135,4462.64,8486.71,0.9017
CAMP05160,2025-06-05,2025-06-13,Influencer,64706,1878,315,59,2877.07,3919.78,0.3624
CAMP05161,2025-08-25,2025-09-17,Display,110423,1370,127,18,981.26,969.79,-0.0117
CAMP05162,2025-05-21,2025-06-04,Search,24856,1811,505,133,2440.08,13412.16,4.4966
CAMP05163,2025-06-15,2025-07-12,Social,64534,1448,234,45,1344.05,2694.45,1.0047
CAMP05164,2025-01-13,2025-02-07,Email,44962,2436,551,96,1921.93,5666.99,1.9486
CAMP05165,2025-08-05,2025-09-01,Search,94287,5511,1297,309,7969.17,25378.38,2.1846
CAMP05166,2025-05-08,2025-05-20,Search,142492,7118,1536,356,9483.61,20803.13,1.1936
CAMP05167,2025-06-27,2025-07-09,Social,56814,1701,281,51,1402.93,3997.89,1.8497
CAMP05168,2025-04-28,2025-05-18,Social,29555,863,144,29,712.31,1287.52,0.8075
CAMP05169,2025-10-24,2025-11-04,Influencer,49215,1587,281,55,1814.88,4239.61,1.336
CAMP05170,2025-04-05,2025-04-14,Email,82178,7488,2097,476,6569.44,31040.4,3.725
CAMP05171,2025-05-09,2025-06-01,Email,128904,12878,3801,916,10108.62,47181.71,3.6675
CAMP05172,2025-03-18,2025-04-14,Influencer,143999,5409,974,231,8359.75,19901.92,1.3807
CAMP05173,2025-03-01,2025-03-17,Social,98778,1765,222,36,1161.45,3065.46,1.6393
CAMP05174,2025-06-18,2025-07-07,Social,72426,1355,186,28,1229.9,1729.45,0.4062
CAMP05175,2025-04-04,2025-04-10,Search,65381,3881,904,231,5851.7,16210.06,1.7701
CAMP05176,2025-08-04,2025-08-10,Display,63961,1000,125,18,740.33,1353.25,0.8279
CAMP05177,2025-06-25,2025-07-14,Display,149941,1661,151,22,1104.63,2066.54,0.8708
CAMP05178,2025-02-19,2025-03-09,Social,74107,1726,267,38,1286.47,2435.18,0.8929
CAMP05179,2025-04-23,2025-05-09,Email,36083,3040,800,163,2670.42,9653.54,2.615
CAMP05180,2025-03-26,2025-04-20,Social,62041,1933,371,77,1700.23,4798.73,1.8224
CAMP05181,2025-07-11,2025-07-24,Display,70967,984,117,23,696.23,1754.26,1.5197
CAMP05182,2025-11-30,2025-12-16,Social,10956,293,55,11,196.96,873.97,3.4373
CAMP05183,2025-08-19,2025-09-08,Influencer,28796,1055,196,43,1204.04,3034.23,1.52
CAMP05184,2025-05-18,2025-06-05,Email,67047,3442,787,143,2710.4,8007.72,1.9544
CAMP05185,2025-05-07,2025-05-15,Social,109831,2761,440,85,1931.33,5107.36,1.6445
CAMP05186,2025-09-01,2025-09-10,Social,58684,1752,333,75,1378.1,5685.15,3.1254
CAMP05187,2025-11-28,2025-12-09,Social,22266,773,142,33,521.64,2049.37,2.9287
CAMP05188,2025-11-01,2025-11-16,Social,48902,960,138,24,847.61,2140.56,1.5254
CAMP05189,2025-09-10,2025-09-19,Social,51095,1045,162,31,904.84,1830.06,1.0225
CAMP05190,2025-09-21,2025-10-17,Email,24401,2092,533,121,1809.5,5478.78,2.0278
CAMP05191,2025-07-03,2025-07-25,Social,38457,972,177,46,914.02,3398.37,2.718
CAMP05192,2025-06-23,2025-07-19,Search,84297,3864,763,186,4986.07,14010.08,1.8098
CAMP05193,2025-08-06,2025-08-26,Influencer,46788,2333,502,139,2638.79,11200.82,3.2447
CAMP05194,2025-08-11,2025-09-03,Email,79919,4682,1056,177,3364.14,11413.5,2.3927
CAMP05195,2025-08-18,2025-09-08,Display,39292,496,49,7,339.99,470.97,0.3852
CAMP05196,2025-04-09,2025-04-17,Display,63356,851,108,21,549.4,1283.29,1.3358
CAMP05197,2025-09-16,2025-10-09,Social,96994,3109,543,123,2303.31,8706.42,2.78
CAMP05198,2025-11-13,2025-11-25,Social,85011,1901,294,41,1592.5,2892.26,0.8162
CAMP05199,2025-07-07,2025-07-31,Display,40314,459,42,9,271.28,571.49,1.1066
CAMP05200,2025-12-13,2025-12-26,Display,98600,1241,132,18,824.34,1259.34,0.5277
CAMP05201,2025-06-29,2025-07-10,Social,63478,1250,193,27,1150.02,2697.64,1.3457
CAMP05202,2025-12-22,2026-01-16,Search,41490,2256,483,125,3873.4,9064.55,1.3402
CAMP05203,2025-09-12,2025-09-30,Email,24827,1688,428,91,1295.71,6977.58,4.3851
CAMP05204,2025-07-02,2025-07-17,Email,99455,8567,2396,564,6027.44,39952.99,5.6285
CAMP05205,2025-08-03,2025-08-25,Influencer,26377,1070,193,42,1339.95,3826.85,1.856
CAMP05206,2025-03-12,2025-03-19,Email,99478,6634,1598,321,6208.34,18121.4,1.9189
CAMP05207,2025-02-06,2025-03-02,Social,42891,1007,151,28,998.01,1784.15,0.7877
CAMP05208,2025-02-24,2025-03-19,Search,54777,2998,638,145,3791.81,11715.48,2.0897
CAMP05209,2025-04-29,2025-05-18,Influencer,45775,1309,215,41,1136.98,3432.27,2.0188
CAMP05210,2025-10-30,2025-11-06,Influencer,90229,2848,429,95,2782.95,8763.7,2.1491
CAMP05211,2025-10-05,2025-10-21,Social,72623,2214,430,84,1683.54,5629.18,2.3437
CAMP05212,2025-11-11,2025-12-04,Influencer,17205,679,130,28,699.05,2584.78,2.6976
CAMP05213,2025-10-03,2025-10-16,Email,89136,6922,1753,388,5346.51,22866.44,3.2769
CAMP05214,2025-02-26,2025-03-14,Search,38953,1822,342,89,2969.22,7062.66,1.3786
CAMP05215,2025-06-30,2025-07-24,Influencer,27095,1051,216,48,1116.64,3992.91,2.5758
CAMP05216,2025-03-05,2025-03-16,Search,78016,4314,953,231,6031.94,16770.68,1.7803
CAMP05217,2025-08-15,2025-08-27,Social,50192,1166,190,39,871.95,2369.56,1.7175
CAMP05218,2025-09-15,2025-09-30,Influencer,41263,1492,280,74,1604.67,7549.8,3.7049
CAMP05219,2025-06-11,2025-07-08,Search,47905,2528,581,154,3660.63,13625.99,2.7223
CAMP05220,2025-12-21,2026-01-16,Social,24204,483,71,13,421.31,942.97,1.2382
CAMP05221,2025-01-11,2025-01-30,Social,59814,2148,434,109,1459.26,8105.56,4.5546
CAMP05222,2025-02-05,2025-02-11,Social,126667,3056,475,81,2185.45,4588.19,1.0994
CAMP05223,2025-11-24,2025-12-21,Social,34198,895,161,35,813.64,2307.32,1.8358
CAMP05224,2025-03-12,2025-03-30,Email,43418,1970,411,60,1757.82,4309.61,1.4517
CAMP05225,2025-08-22,2025-09-06,Email,98713,9694,2924,672,8005.38,31170.65,2.8937
CAMP05226,2025-07-19,2025-08-13,Social,43968,1059,150,29,814.12,2197.4,1.6991
CAMP05227,2025-02-16,2025-03-06,Influencer,59707,1597,256,49,1717.26,4088.85,1.381
CAMP05228,2025-04-12,2025-05-02,Influencer,31738,965,149,34,1136.67,3426.2,2.0142
CAMP05229,2025-12-30,2026-01-15,Email,162871,10891,2710,494,8653.02,30128.5,2.4818
CAMP05230,2025-12-23,2026-01-18,Email,81723,5896,1474,327,4640.13,17132.72,2.6923
CAMP05231,2025-01-14,2025-02-05,Social,70661,1695,280,55,1458.2,3312.98,1.272
CAMP05232,2025-10-13,2025-11-01,Display,30092,347,24,6,248.51,438.54,0.7647
CAMP05233,2025-05-25,2025-06-15,Display,19641,224,27,6,159.96,461.85,1.8873
CAMP05234,2025-02-25,2025-03-21,Search,29792,2319,579,149,3302.45,8649.38,1.6191
CAMP05235,2025-05-03,2025-05-28,Influencer,68811,2477,450,104,3170.69,9808.11,2.0934
CAMP05236,2025-08-29,2025-09-09,Email,48638,2899,643,105,2606.77,7081.56,1.7166
CAMP05237,2025-06-25,2025-07-18,Search,88683,3909,760,155,5992.44,9529.26,0.5902
CAMP05238,2025-01-22,2025-02-11,Social,55579,1630,253,48,1438.41,3311.21,1.302
CAMP05239,2025-01-03,2025-01-15,Email,57691,3846,904,176,3031.91,14368.84,3.7392
CAMP05240,2025-04-04,2025-04-27,Display,45500,566,58,7,352.24,419.33,0.1905
CAMP05241,2025-07-08,2025-07-27,Display,8262,102,7,1,66.51,68.11,0.0241
CAMP05242,2025-08-23,2025-09-10,Display,29773,344,34,6,217.41,485.06,1.2311
CAMP05243,2025-03-08,2025-03-24,Display,69821,922,104,19,553.38,1496.11,1.7036
CAMP05244,2025-01-23,2025-02-01,Influencer,91749,4093,870,236,4339.52,21076.85,3.857
CAMP05245,2025-01-18,2025-01-25,Search,59009,4097,1002,250,5686.11,25107.0,3.4155
CAMP05246,2025-02-18,2025-03-16,Social,130923,3675,618,116,2915.07,8605.75,1.9522
CAMP05247,2025-11-08,2025-11-28,Email,38820,2705,664,114,1924.95,6802.93,2.5341
CAMP05248,2025-05-13,2025-05-25,Display,31087,446,62,3,309.25,213.36,-0.3101
CAMP05249,2025-04-27,2025-05-16,Social,127425,3332,533,99,2700.41,7535.28,1.7904
CAMP05250,2025-11-02,2025-11-20,Social,42691,1086,166,34,853.11,2702.16,2.1674
CAMP05251,2025-10-01,2025-10-24,Social,21515,500,66,9,355.31,607.14,0.7088
CAMP05252,2025-05-31,2025-06-14,Email,60192,4362,1110,234,5187.56,15287.87,1.947
CAMP05253,2025-11-03,2025-11-30,Influencer,16657,569,102,20,598.47,1663.18,1.7791
CAMP05254,2025-07-15,2025-08-04,Email,67039,8214,2650,658,6997.45,36289.53,4.1861
CAMP05255,2025-08-10,2025-08-23,Email,164579,10168,2398,470,7951.39,28898.86,2.6344
CAMP05256,2025-12-18,2025-12-30,Social,129300,2791,414,62,2043.01,5834.37,1.8558
CAMP05257,2025-01-28,2025-02-06,Email,95494,4435,903,153,3074.53,10833.02,2.5235
CAMP05258,2025-11-18,2025-11-26,Social,24768,662,107,19,682.0,1119.83,0.642
CAMP05259,2025-01-31,2025-02-15,Display,69424,825,78,9,492.66,614.61,0.2475
CAMP05260,2025-11-28,2025-12-21,Email,78656,6142,1609,348,5209.55,21653.25,3.1565
CAMP05261,2025-12-11,2025-12-21,Social,157236,3910,698,130,2720.12,8833.17,2.2473
CAMP05262,2025-11-22,2025-12-15,Search,133341,8496,2040,542,13311.69,37790.19,1.8389
CAMP05263,2025-03-23,2025-04-06,Display,121675,1037,91,12,618.67,857.32,0.3857
CAMP05264,2025-12-20,2026-01-08,Influencer,52864,1956,391,88,2144.16,8509.0,2.9685
CAMP05265,2025-12-03,2025-12-19,Social,118211,3675,672,127,2626.51,10278.29,2.9133
CAMP05266,2025-06-27,2025-07-05,Display,50909,568,55,9,361.18,485.4,0.3439
CAMP05267,2025-09-28,2025-10-11,Email,43169,3270,863,193,2289.74,14354.82,5.2692
CAMP05268,2025-03-07,2025-03-28,Influencer,78299,2827,518,125,2403.37,8637.57,2.5939
CAMP05269,2025-05-23,2025-05-29,Search,46577,2863,654,169,4329.53,16057.1,2.7087
CAMP05270,2025-08-13,2025-09-04,Influencer,50852,1606,284,56,1596.98,5276.75,2.3042
CAMP05271,2025-09-07,2025-09-30,Influencer,86705,3122,579,122,3420.05,9360.02,1.7368
CAMP05272,2025-02-14,2025-03-10,Influencer,14281,351,47,10,436.36,736.26,0.6873
CAMP05273,2025-01-26,2025-02-20,Email,58707,3517,831,167,2959.08,11010.03,2.7208
CAMP05274,2025-10-18,2025-10-28,Search,23927,1529,362,101,1785.25,8939.49,4.0074
CAMP05275,2025-06-24,2025-07-06,Display,12925,135,12,0,107.7,0.0,-1.0
CAMP05276,2025-10-22,2025-11-15,Search,87333,7093,1895,521,13089.77,45178.42,2.4514
