learner_id,age,prior_score,prior_courses,weekly_hours,videos_watched,assignments_done,quiz_avg,forum_posts,logins_per_week,support_tickets,days_since_signup,signup_hour,plan,device,region,email_verified,completed
L10557,53,76.0,2,6.22,22,2,39.8,3,4.0,0,67,5,free,desktop,West,yes,yes
L10558,46,28.0,3,3.63,29,10,69.8,3,6.4,3,44,11,basic,mobile,South,no,no
L10559,54,72.6,3,2.7,13,3,70.7,1,3.8,0,12,14,free,mobile,South,yes,yes
L10560,52,70.7,0,6.76,11,1,67.5,2,3.4,1,62,7,basic,desktop,North,yes,no
L10561,38,80.5,0,4.09,17,8,54.2,1,3.8,0,91,12,free,desktop,West,no,yes
L10562,30,67.7,2,2.39,24,3,55.8,4,2.7,0,87,16,free,mobile,West,yes,no
L10563,29,62.4,0,1.85,19,3,46.9,2,4.5,2,99,3,free,mobile,North,yes,no
L10564,48,63.9,1,6.11,14,3,51.9,2,1.2,1,80,6,premium,desktop,East,no,no
L10565,34,59.4,1,5.05,21,4,49.5,2,6.5,1,35,14,basic,tablet,West,yes,no
L10566,37,74.6,1,1.45,15,6,30.2,4,8.1,2,52,16,premium,desktop,West,yes,yes
L10567,26,65.1,3,1.82,17,6,67.0,2,2.6,1,112,17,free,desktop,South,yes,no
L10568,47,77.1,1,6.51,30,2,31.0,1,5.9,0,100,7,free,mobile,West,no,yes
L10569,42,32.7,5,7.21,15,8,,1,6.9,0,27,12,free,desktop,North,yes,yes
L10570,50,63.6,5,13.52,15,2,71.6,6,0.0,1,62,15,premium,mobile,West,yes,no
L10571,48,54.4,5,0.37,21,1,41.7,2,7.5,1,2,20,basic,desktop,West,yes,no
L10572,57,74.9,3,1.59,14,0,30.0,3,5.9,1,14,1,premium,mobile,East,yes,no
L10573,43,43.6,3,2.47,17,0,14.8,7,3.8,0,55,9,free,desktop,South,yes,no
L10574,20,67.0,4,5.26,18,7,82.5,3,2.8,0,4,11,basic,mobile,South,yes,yes
L10575,47,72.2,5,1.79,16,5,47.9,6,4.1,1,50,1,basic,mobile,West,yes,yes
L10576,36,75.0,4,3.12,25,9,66.0,5,6.5,0,79,18,basic,mobile,East,no,yes
L10577,50,52.2,2,4.47,19,8,48.3,4,2.5,2,12,5,free,desktop,North,yes,no
L10578,52,79.5,1,2.66,11,7,27.5,2,5.3,1,79,14,basic,desktop,North,yes,no
L10579,29,68.2,1,4.17,20,5,82.9,1,3.2,1,52,9,premium,mobile,North,yes,no
L10580,44,64.9,1,4.52,24,4,48.3,2,2.7,0,13,1,premium,desktop,South,no,yes
L10581,48,63.5,3,8.64,14,7,88.6,5,2.2,1,34,22,free,desktop,West,yes,yes
L10582,20,30.6,3,8.29,14,4,50.8,5,0.0,0,82,19,basic,mobile,South,yes,no
L10583,55,89.6,4,5.51,23,8,29.8,2,5.1,0,13,10,free,desktop,South,yes,yes
L10584,18,62.8,1,5.37,17,6,53.8,4,5.5,0,25,20,free,mobile,West,yes,yes
L10585,35,68.7,3,2.87,19,0,66.5,1,6.3,1,67,6,free,mobile,North,yes,no
L10586,36,62.6,1,3.5,20,3,78.4,3,5.9,0,83,17,free,desktop,East,yes,no
L10587,19,46.4,1,1.53,17,3,13.4,1,2.8,1,118,15,free,mobile,East,yes,no
L10588,32,51.1,5,3.1,11,3,49.1,0,3.9,0,89,21,premium,tablet,West,yes,yes
L10589,25,82.2,1,2.42,22,10,50.3,3,4.2,0,81,8,free,mobile,North,yes,yes
L10590,23,45.9,2,4.29,15,3,66.7,4,7.9,0,12,13,free,mobile,South,no,no
L10591,33,61.0,3,1.42,16,0,48.6,4,6.1,0,29,22,free,tablet,West,yes,no
L10592,42,66.4,4,1.45,11,10,99.2,1,7.3,1,37,7,basic,desktop,North,yes,yes
L10593,19,57.9,1,1.41,17,3,53.5,4,6.3,1,33,12,basic,mobile,East,yes,no
L10594,44,18.2,5,4.87,17,9,48.1,2,4.0,1,102,6,premium,desktop,South,yes,yes
L10595,38,79.8,3,3.07,16,7,54.6,3,5.9,1,83,0,basic,mobile,East,yes,yes
L10596,23,48.6,5,4.6,30,9,73.9,9,0.0,0,73,17,premium,desktop,South,yes,yes
L10597,57,45.7,5,2.9,12,9,33.8,1,6.4,0,79,2,free,desktop,West,yes,yes
L10598,47,69.9,3,1.27,14,10,35.8,2,4.3,1,87,14,free,desktop,North,yes,yes
L10599,47,57.0,1,3.4,21,0,,3,4.1,0,81,17,premium,desktop,East,yes,no
L10600,58,50.2,3,7.42,17,1,72.1,6,7.1,0,89,10,free,desktop,East,yes,no
L10601,26,32.3,0,4.29,15,7,55.6,4,6.9,1,103,13,premium,mobile,South,yes,no
L10602,53,35.6,3,6.84,16,8,59.1,3,1.4,1,62,4,premium,desktop,East,yes,yes
L10603,58,56.0,5,0.81,11,8,43.8,4,4.0,1,3,6,basic,desktop,North,yes,yes
L10604,47,86.7,2,11.12,17,5,79.3,0,1.7,1,88,10,basic,mobile,South,yes,no
L10605,30,64.4,4,1.52,24,9,68.4,3,5.7,1,29,1,premium,tablet,West,yes,yes
L10606,17,56.0,5,3.47,17,7,46.4,1,4.5,3,31,12,basic,mobile,South,yes,no
L10607,19,65.8,1,1.69,13,2,51.0,4,1.8,3,19,14,free,mobile,West,yes,no
L10608,39,60.9,5,14.23,11,5,31.3,2,4.7,0,7,19,free,desktop,West,yes,yes
L10609,20,79.4,2,8.73,22,8,78.8,2,5.3,0,46,12,free,desktop,North,yes,yes
L10610,50,75.6,1,7.23,10,10,98.0,3,2.7,1,70,4,basic,mobile,South,no,yes
L10611,41,60.7,0,6.71,27,9,13.6,3,3.6,0,40,6,premium,desktop,North,no,yes
L10612,37,78.2,3,4.9,15,6,50.6,2,3.4,0,62,19,free,desktop,North,yes,no
L10613,33,46.1,0,3.64,14,9,71.8,1,8.0,0,60,16,free,desktop,South,no,no
L10614,57,29.9,0,11.35,11,3,62.1,0,4.0,0,113,23,free,mobile,West,yes,no
L10615,56,47.0,5,8.79,19,4,70.7,2,4.9,0,53,2,basic,desktop,North,yes,yes
L10616,44,73.4,0,4.56,19,9,57.1,2,4.1,1,66,7,basic,desktop,South,yes,no
L10617,35,81.1,4,1.58,17,6,71.4,3,2.9,0,75,22,free,mobile,North,yes,no
L10618,57,82.0,0,10.1,11,6,67.4,3,1.9,0,75,14,free,tablet,North,yes,no
L10619,47,46.8,3,3.24,16,4,83.9,3,5.7,0,76,4,basic,mobile,West,yes,no
L10620,39,66.7,3,9.76,17,8,50.3,2,3.3,2,64,16,premium,desktop,West,yes,no
L10621,59,64.0,1,11.85,17,8,76.9,4,5.0,0,12,14,basic,desktop,South,yes,yes
L10622,56,83.8,2,4.81,18,2,45.2,4,6.9,2,69,20,free,desktop,South,no,yes
L10623,17,75.3,0,1.31,20,6,37.5,3,6.1,1,85,3,basic,mobile,West,yes,no
L10624,35,78.8,0,3.23,10,5,66.0,3,5.7,2,114,22,basic,desktop,East,yes,no
L10625,33,65.0,5,0.32,18,1,64.3,7,5.6,1,23,9,basic,tablet,South,yes,no
L10626,34,78.8,1,2.83,12,0,45.5,1,4.3,0,76,5,free,desktop,North,yes,no
L10627,41,69.2,4,4.72,19,6,45.3,8,1.9,0,44,15,basic,desktop,West,yes,yes
L10628,32,59.3,1,3.05,20,7,59.9,1,5.1,2,76,18,basic,mobile,North,no,no
L10629,19,41.6,4,5.35,15,0,86.4,2,2.2,2,103,0,basic,desktop,North,yes,yes
L10630,24,26.8,1,4.03,15,0,67.3,4,4.9,0,117,1,basic,desktop,South,yes,yes
L10631,25,65.8,0,5.22,16,2,25.7,2,2.3,1,14,10,free,desktop,West,yes,no
L10632,47,50.1,5,4.53,16,1,63.7,3,2.8,0,37,0,free,desktop,South,yes,no
L10633,35,70.6,1,8.46,25,10,38.1,3,5.0,0,64,15,premium,desktop,South,no,yes
L10634,56,43.1,1,1.31,25,6,46.5,4,4.6,0,23,11,premium,desktop,East,yes,yes
L10635,25,67.6,5,5.31,18,8,58.3,3,6.1,0,98,6,premium,mobile,West,yes,yes
L10636,35,61.1,2,0.77,14,2,55.5,1,7.1,2,58,12,free,mobile,South,yes,no
L10637,43,60.4,3,1.57,16,2,46.8,6,3.3,0,66,3,basic,mobile,South,yes,no
L10638,21,50.0,2,1.01,13,0,45.2,2,6.3,0,67,3,free,tablet,East,yes,no
L10639,54,70.1,5,5.79,20,6,45.5,2,2.6,1,103,1,basic,desktop,North,yes,yes
L10640,21,53.9,4,5.96,20,6,64.0,4,0.3,1,55,9,free,mobile,East,yes,no
L10641,48,60.0,1,11.08,20,0,58.9,3,5.9,0,68,16,premium,mobile,South,yes,yes
L10642,24,57.6,1,2.12,20,8,54.2,2,3.8,1,105,11,free,desktop,South,yes,yes
L10643,47,53.5,1,3.14,15,3,47.1,2,4.5,1,44,3,free,mobile,West,yes,no
L10644,19,78.3,5,2.84,21,2,50.5,2,3.4,2,34,1,premium,mobile,East,yes,no
L10645,30,57.3,3,5.76,24,6,73.0,8,3.6,1,83,20,basic,mobile,North,yes,no
L10646,48,62.0,2,2.78,16,0,49.0,0,2.4,0,4,0,free,desktop,South,yes,no
L10647,37,65.2,1,3.32,19,4,62.4,0,6.6,1,69,19,free,desktop,North,no,yes
L10648,22,57.5,1,2.11,23,2,51.0,3,5.9,1,25,2,free,desktop,West,yes,no
L10649,23,73.6,5,0.69,21,2,54.0,4,5.5,0,70,11,basic,desktop,North,yes,no
L10650,25,58.0,2,1.1,19,3,46.2,2,6.2,1,77,20,premium,desktop,North,yes,yes
L10651,37,59.0,1,2.58,17,10,69.3,3,2.6,0,21,3,basic,mobile,East,yes,no
L10652,34,64.8,5,8.39,22,1,91.7,4,4.5,1,114,5,free,mobile,East,yes,yes
L10653,52,73.0,5,1.79,15,8,47.4,3,1.7,0,86,21,basic,tablet,North,yes,yes
L10654,52,67.8,1,3.14,14,8,78.5,4,2.2,0,52,18,basic,desktop,North,yes,yes
L10655,30,60.3,0,7.93,23,10,78.9,1,3.9,2,90,21,basic,desktop,West,yes,yes
L10656,37,70.6,4,3.34,24,9,23.2,4,4.2,2,13,13,free,mobile,North,yes,no
L10657,19,54.9,2,4.86,18,5,12.7,2,2.7,2,75,2,free,desktop,West,yes,no
L10658,55,52.4,4,0.6,22,1,51.1,3,5.7,1,110,4,free,tablet,North,yes,yes
L10659,26,45.6,4,2.96,21,10,41.0,1,0.2,1,27,23,basic,mobile,North,yes,yes
L10660,23,72.1,3,0.45,22,6,64.3,3,4.3,0,14,3,free,mobile,South,yes,yes
L10661,29,51.3,2,3.52,18,1,59.8,0,5.8,1,95,22,basic,mobile,West,no,no
L10662,27,46.9,1,1.2,15,1,78.2,4,5.2,1,103,2,basic,desktop,North,yes,no
L10663,48,70.9,4,3.73,19,6,62.1,4,3.7,0,31,6,premium,mobile,West,no,no
L10664,24,76.7,1,5.93,20,5,54.6,5,2.4,0,33,10,basic,desktop,West,yes,yes
L10665,45,56.2,2,1.75,19,4,42.0,0,3.7,1,105,2,premium,desktop,East,no,no
L10666,57,63.2,1,6.15,20,5,52.2,0,3.9,0,34,10,free,mobile,South,yes,no
L10667,38,51.3,2,3.15,16,2,78.0,1,5.1,2,42,21,premium,desktop,West,yes,yes
L10668,27,81.9,5,0.65,16,9,70.4,4,3.5,2,66,1,free,desktop,North,yes,yes
L10669,19,75.7,1,1.3,15,5,70.5,4,2.8,0,96,17,free,mobile,West,yes,no
L10670,50,49.6,0,4.72,13,1,27.3,4,1.2,1,13,13,premium,tablet,West,yes,no
L10671,44,45.1,1,4.36,19,7,100.0,4,2.6,1,107,14,basic,mobile,West,yes,yes
L10672,51,62.0,5,0.67,18,3,68.0,6,4.1,1,10,20,free,mobile,East,yes,yes
L10673,39,74.0,1,0.57,21,6,73.6,3,4.7,0,29,0,free,mobile,North,no,no
L10674,22,58.9,5,6.97,15,1,81.4,4,4.7,1,74,7,premium,desktop,South,yes,yes
L10675,29,94.4,4,7.89,17,9,67.1,2,6.1,0,59,3,premium,mobile,West,no,yes
L10676,22,54.2,3,7.26,19,8,89.6,3,3.3,0,47,9,free,mobile,South,no,no
L10677,42,45.6,4,10.0,14,5,32.3,1,7.6,2,101,0,premium,mobile,West,no,no
L10678,42,66.1,4,9.53,10,10,66.6,3,6.1,2,88,15,premium,desktop,North,yes,yes
L10679,17,62.2,5,2.5,20,8,50.3,4,1.9,2,6,14,basic,desktop,West,yes,yes
L10680,34,74.0,4,0.31,14,1,66.1,5,4.9,0,110,19,free,,West,yes,no
L10681,24,96.7,1,2.83,14,2,78.9,4,3.7,2,108,18,free,mobile,North,yes,no
L10682,37,67.5,0,4.86,24,7,52.6,6,6.1,1,2,6,free,mobile,North,yes,no
L10683,59,59.3,5,7.29,14,3,51.5,5,4.6,1,112,12,premium,tablet,North,yes,no
L10684,53,58.8,5,8.36,19,3,40.4,7,4.2,1,65,18,basic,tablet,South,yes,no
L10685,29,85.6,1,6.29,19,1,60.4,5,7.7,0,71,13,premium,mobile,West,yes,yes
L10686,46,60.8,4,2.79,20,2,61.0,5,5.3,0,43,13,free,desktop,East,yes,yes
L10687,41,64.9,2,1.59,18,0,48.0,5,1.5,1,83,16,premium,mobile,North,yes,yes
L10688,40,61.9,3,2.45,15,6,43.6,2,7.5,3,68,18,free,mobile,North,yes,no
L10689,47,49.6,2,3.79,17,1,52.7,2,3.7,2,115,19,free,desktop,North,yes,no
L10690,26,69.2,4,10.35,17,1,50.9,2,4.8,1,89,19,basic,desktop,North,yes,yes
L10691,18,65.4,3,2.73,19,2,54.3,5,2.2,1,18,23,free,desktop,West,yes,yes
L10692,56,74.6,1,5.2,18,7,62.7,1,3.8,1,31,13,basic,tablet,South,yes,no
L10693,52,61.6,3,6.72,20,10,59.5,2,6.6,1,66,23,free,desktop,North,no,yes
L10694,35,58.8,0,1.94,15,6,23.0,3,6.5,1,96,15,free,desktop,West,yes,no
L10695,26,77.4,2,3.06,14,0,47.0,2,4.7,2,54,15,free,mobile,East,yes,yes
L10696,33,52.0,3,1.99,21,1,59.8,2,4.3,1,74,18,free,mobile,North,yes,no
L10697,36,48.2,5,3.36,17,9,63.8,4,3.5,1,112,3,free,desktop,South,no,no
L10698,40,59.8,2,1.53,14,1,28.2,2,1.4,1,119,2,basic,tablet,South,yes,no
L10699,39,59.5,1,5.71,20,2,54.9,4,3.8,0,76,16,basic,desktop,East,yes,no
L10700,54,70.2,0,6.77,18,9,37.2,2,4.4,3,50,20,free,desktop,North,yes,yes
L10701,26,50.6,2,7.01,18,3,95.4,3,4.7,1,117,18,free,mobile,North,yes,no
L10702,58,32.5,2,2.71,23,8,58.6,5,7.9,1,20,3,free,desktop,South,yes,no
L10703,38,49.6,4,0.61,21,7,90.1,2,1.1,2,55,23,basic,mobile,North,yes,no
L10704,52,63.3,3,2.03,23,6,60.7,4,4.2,2,66,4,basic,mobile,North,yes,yes
L10705,37,51.2,0,5.64,16,1,60.9,4,1.3,1,66,4,free,tablet,West,yes,no
L10706,49,70.4,5,1.79,22,0,3.6,5,4.4,1,84,17,premium,tablet,North,yes,no
L10707,20,79.6,1,2.72,18,4,48.0,4,4.5,0,7,2,free,mobile,West,yes,no
L10708,46,58.2,3,7.44,20,4,40.0,7,1.8,0,33,6,free,mobile,North,yes,no
L10709,37,59.6,1,2.12,10,6,55.0,3,5.2,1,102,5,basic,desktop,West,yes,yes
L10710,28,48.0,0,3.08,23,1,51.1,4,0.5,0,83,22,free,desktop,South,yes,no
L10711,36,60.1,4,0.92,17,9,47.5,2,1.1,0,117,3,premium,mobile,West,yes,no
L10712,30,51.0,2,7.6,22,5,56.0,2,2.2,0,42,10,free,mobile,West,yes,yes
L10713,37,62.5,4,5.68,17,0,29.6,3,0.0,0,84,9,free,desktop,West,yes,no
L10714,49,69.1,0,2.73,22,10,60.3,3,4.3,1,62,14,free,mobile,West,yes,no
L10715,46,63.9,3,4.33,17,8,50.3,5,4.0,0,71,11,premium,mobile,East,yes,yes
L10716,28,53.3,5,5.48,20,5,37.7,4,4.4,2,73,19,basic,mobile,South,yes,no
L10717,23,58.9,3,2.86,19,6,52.6,1,6.0,0,85,4,basic,mobile,South,yes,yes
L10718,20,66.7,1,6.6,15,2,43.1,7,4.3,1,7,6,basic,desktop,West,yes,no
L10719,35,50.4,3,0.93,19,6,47.9,0,4.1,0,90,10,basic,desktop,West,yes,yes
L10720,45,61.9,0,1.08,13,4,61.5,4,3.1,2,63,13,premium,mobile,East,yes,no
L10721,32,71.4,3,1.19,19,6,80.7,6,5.4,1,56,6,free,desktop,South,yes,no
L10722,18,38.9,2,4.32,21,3,81.9,3,8.5,1,8,5,free,mobile,West,yes,no
L10723,35,60.9,0,6.49,24,0,47.5,2,6.2,1,70,6,basic,tablet,South,yes,yes
L10724,27,51.4,5,3.15,14,2,87.4,1,4.0,0,42,3,free,desktop,South,yes,yes
L10725,43,67.4,3,1.53,16,6,86.2,0,4.0,1,96,5,basic,tablet,East,yes,no
L10726,31,53.7,5,5.52,18,4,49.6,1,5.1,0,94,19,premium,mobile,North,yes,no
L10727,56,74.1,4,3.63,17,7,47.7,3,2.9,0,49,15,basic,desktop,East,no,yes
L10728,56,57.0,4,3.07,18,0,55.9,4,4.3,1,21,8,free,desktop,East,yes,no
L10729,21,54.7,0,5.95,23,1,73.6,1,6.4,0,83,17,free,tablet,West,yes,no
L10730,51,86.8,4,2.31,15,3,55.5,3,4.6,3,109,21,premium,mobile,East,yes,yes
L10731,44,39.7,0,2.22,14,3,78.4,2,4.2,1,99,16,free,mobile,East,no,no
L10732,31,52.4,4,1.71,8,10,53.8,1,4.1,0,109,18,free,mobile,North,yes,yes
L10733,37,72.8,5,2.9,17,1,55.2,1,2.0,1,19,4,premium,desktop,North,yes,no
L10734,34,19.5,5,1.04,17,10,54.9,1,4.6,0,20,22,basic,mobile,West,no,no
L10735,48,81.7,5,1.18,26,9,65.7,4,6.5,0,88,15,free,tablet,South,no,yes
L10736,25,27.5,4,1.43,14,6,67.6,5,4.9,1,95,7,free,desktop,West,yes,no
L10737,20,58.7,1,1.19,18,7,60.7,4,1.1,3,63,6,premium,desktop,East,yes,yes
L10738,53,63.3,1,0.9,16,1,19.5,5,5.6,1,114,14,basic,desktop,West,no,no
L10739,32,69.5,4,3.33,24,0,75.1,1,6.2,0,16,17,free,mobile,East,yes,no
L10740,55,84.9,2,3.51,21,2,42.3,1,3.9,2,112,10,basic,mobile,North,yes,no
L10741,57,66.6,2,0.48,18,0,41.9,0,5.6,0,16,2,basic,desktop,West,yes,no
L10742,52,65.6,1,3.52,18,3,41.4,4,2.5,1,108,5,basic,desktop,North,yes,no
L10743,55,38.2,0,1.31,9,9,46.3,3,5.5,2,23,3,free,mobile,South,yes,no
L10744,53,49.0,1,5.9,15,4,66.4,2,7.5,0,80,21,free,desktop,North,yes,no
L10745,43,73.6,0,7.46,14,7,76.7,2,5.5,0,63,18,basic,desktop,East,yes,yes
L10746,57,94.9,3,5.79,18,9,72.8,6,4.0,1,106,14,free,mobile,East,yes,yes
L10747,27,69.7,4,1.21,15,5,28.4,2,5.3,1,90,0,free,desktop,East,yes,no
L10748,38,62.5,1,6.99,14,4,89.0,2,3.9,1,24,21,premium,mobile,South,no,no
L10749,58,19.7,2,3.53,11,6,76.9,5,3.0,1,102,14,free,tablet,North,yes,no
L10750,38,85.6,4,4.56,21,3,58.9,1,1.0,1,34,7,basic,mobile,North,yes,no
L10751,57,62.9,5,8.96,21,9,60.6,4,2.3,0,95,0,premium,tablet,East,yes,no
L10752,29,93.9,5,3.76,22,10,50.3,3,6.2,3,14,19,free,desktop,North,yes,yes
L10753,35,40.3,0,2.62,15,8,54.9,1,3.7,0,13,10,basic,desktop,West,no,no
L10754,50,54.1,1,3.07,14,3,66.1,2,2.0,0,6,22,basic,mobile,South,yes,no
L10755,50,58.9,4,1.27,16,6,47.5,3,4.3,1,16,2,free,desktop,East,yes,no
L10756,45,89.2,3,6.45,18,1,98.9,6,6.0,1,35,5,premium,desktop,North,yes,yes
L10757,30,99.9,0,1.88,20,3,60.0,6,2.0,0,43,8,free,mobile,West,yes,no
L10758,22,62.9,0,4.56,23,7,66.6,3,2.3,1,56,11,free,desktop,East,yes,no
L10759,32,62.9,5,8.01,18,7,79.6,5,4.9,0,32,12,premium,mobile,East,yes,yes
L10760,34,62.0,5,7.4,21,6,42.0,2,3.5,1,91,14,free,mobile,West,yes,no
L10761,37,48.7,4,0.32,16,5,47.7,3,2.4,1,86,19,free,mobile,South,yes,no
L10762,22,81.4,0,2.52,19,2,62.5,2,7.8,0,92,12,free,tablet,South,yes,yes
L10763,25,61.8,0,5.53,19,4,70.7,3,5.3,1,82,10,premium,mobile,North,yes,yes
L10764,24,54.2,4,5.82,12,1,33.0,3,6.1,0,31,18,basic,desktop,East,yes,yes
L10765,49,53.8,0,5.08,24,7,36.3,1,5.9,1,117,3,free,desktop,North,yes,no
L10766,52,73.6,0,3.2,15,0,63.1,2,5.4,1,71,20,free,desktop,North,yes,no
L10767,36,80.2,4,4.38,18,0,53.4,1,4.2,0,19,20,free,tablet,West,no,no
L10768,30,43.2,4,2.71,22,10,99.0,0,2.0,0,66,19,free,mobile,South,yes,no
L10769,22,54.7,2,6.0,20,10,54.1,2,0.4,1,94,11,premium,tablet,West,yes,no
L10770,44,71.0,0,3.26,22,7,68.2,2,1.7,1,52,15,basic,mobile,South,yes,yes
L10771,50,56.9,1,6.72,15,4,44.4,3,2.8,1,35,16,premium,desktop,South,yes,yes
L10772,31,34.4,1,4.95,12,8,21.4,2,1.0,2,107,13,basic,mobile,West,yes,no
L10773,30,63.6,2,1.8,24,4,60.7,3,1.5,1,45,6,premium,desktop,West,no,no
L10774,32,51.6,1,4.18,20,2,59.0,4,3.2,0,34,14,premium,mobile,East,yes,no
L10775,39,38.9,3,8.72,19,3,61.3,4,7.0,0,69,8,free,desktop,North,no,yes
L10776,29,41.7,5,7.21,23,2,38.4,2,0.5,0,9,17,free,desktop,South,yes,yes
L10777,19,46.4,0,3.34,16,5,51.1,4,4.2,0,50,23,basic,mobile,South,yes,no
L10778,23,70.3,3,5.1,16,10,51.4,8,1.1,1,47,9,free,mobile,East,yes,yes
L10779,20,60.5,2,4.42,10,9,48.4,0,4.1,3,9,17,free,mobile,South,yes,no
L10780,36,60.0,4,3.56,15,1,58.6,4,3.6,2,18,16,basic,desktop,West,yes,no
L10781,53,53.8,3,3.72,10,6,54.2,3,6.9,0,92,18,basic,mobile,West,yes,no
L10782,33,63.9,4,3.52,15,0,93.0,0,4.2,2,52,15,free,desktop,West,no,yes
L10783,47,68.6,0,5.81,19,4,58.9,2,2.0,2,22,13,free,desktop,East,yes,yes
L10784,24,83.2,1,3.37,16,3,33.0,3,0.8,2,85,14,premium,tablet,North,no,yes
L10785,22,73.1,3,4.37,11,9,58.6,3,5.9,1,66,15,basic,desktop,South,yes,yes
L10786,48,55.5,1,2.12,12,6,75.7,1,8.7,1,57,20,free,mobile,South,no,no
L10787,42,81.3,2,1.78,21,10,85.1,0,3.8,0,34,2,free,desktop,South,yes,yes
L10788,42,69.4,3,7.14,21,1,52.0,4,6.1,1,106,2,free,desktop,North,yes,no
L10789,23,29.6,5,4.91,24,7,69.8,7,6.5,0,118,11,premium,mobile,North,yes,yes
L10790,46,60.0,5,7.72,15,4,7.9,4,6.0,2,119,9,free,desktop,North,yes,yes
L10791,55,74.9,2,2.82,9,1,63.4,5,5.4,3,4,8,premium,desktop,West,no,no
L10792,31,78.8,0,1.0,19,3,64.6,3,0.0,1,116,11,free,desktop,West,yes,no
L10793,52,83.7,5,1.59,21,0,58.7,6,4.0,0,16,6,premium,mobile,South,yes,no
L10794,24,63.4,5,0.92,16,7,44.5,3,3.0,0,89,10,basic,desktop,East,yes,yes
L10795,20,54.8,1,6.81,28,10,77.4,3,3.2,2,7,19,free,tablet,East,yes,yes
L10796,57,60.6,5,5.7,21,10,29.8,3,5.0,2,42,1,premium,desktop,South,yes,yes
L10797,26,65.3,4,3.86,17,4,24.0,3,6.1,2,98,8,free,desktop,East,yes,yes
L10798,46,32.3,4,4.72,13,10,58.6,2,4.1,1,7,0,free,desktop,North,yes,yes
L10799,20,69.2,2,7.78,21,3,63.7,4,3.9,0,106,3,basic,mobile,North,yes,no
L10800,41,72.5,5,9.93,15,6,36.3,0,4.5,1,116,7,basic,desktop,East,yes,no
L10801,52,68.9,2,3.17,16,3,51.6,2,5.1,2,25,1,basic,desktop,North,no,no
L10802,39,62.8,2,3.87,26,4,54.0,3,6.0,0,81,13,basic,mobile,East,yes,yes
L10803,19,79.2,4,1.51,20,3,79.2,0,1.2,0,34,22,premium,mobile,North,no,no
L10804,18,75.2,3,4.4,14,3,99.0,2,5.0,3,103,11,premium,mobile,North,yes,yes
L10805,39,73.0,4,2.82,14,1,37.2,4,7.4,0,37,17,premium,desktop,West,yes,no
L10806,50,51.8,4,3.72,26,3,48.4,0,1.0,1,30,8,basic,desktop,North,yes,yes
L10807,32,83.7,0,2.49,16,7,19.9,2,4.6,2,118,22,basic,mobile,West,yes,no
L10808,17,67.3,4,6.59,20,1,86.9,3,2.3,1,66,13,free,desktop,South,yes,no
L10809,52,37.2,3,8.29,26,3,61.2,2,0.5,0,3,19,basic,desktop,West,yes,yes
L10810,58,66.3,4,2.39,24,5,70.4,5,2.6,0,90,17,basic,mobile,North,yes,yes
L10811,59,67.2,4,4.95,26,7,47.8,2,6.3,2,109,11,free,desktop,South,yes,yes
L10812,40,59.3,0,1.94,19,5,55.6,5,4.4,1,13,18,premium,desktop,West,no,no
L10813,24,63.3,2,5.6,13,10,47.6,1,1.7,1,57,11,premium,mobile,West,yes,yes
L10814,42,77.1,3,3.0,13,3,53.5,6,2.1,0,71,4,free,desktop,South,yes,no
L10815,18,64.2,1,4.37,23,8,45.3,3,4.8,0,57,5,premium,desktop,East,yes,yes
L10816,42,55.7,2,4.61,19,10,70.1,2,4.6,0,105,2,free,mobile,South,yes,yes
L10817,35,66.4,1,0.59,25,7,50.0,2,0.0,1,75,11,basic,tablet,East,yes,yes
L10818,48,53.6,2,2.4,24,2,59.1,4,2.6,0,12,9,premium,desktop,East,yes,no
L10819,51,39.5,5,9.42,15,0,84.9,3,6.5,0,47,11,premium,desktop,West,yes,no
L10820,30,70.6,3,10.53,20,2,43.4,4,4.2,0,22,9,premium,desktop,East,no,yes
L10821,53,77.2,2,3.45,24,3,34.7,2,6.1,0,54,16,free,desktop,North,yes,yes
L10822,23,61.5,2,1.66,21,8,59.5,1,0.6,1,90,8,basic,desktop,South,yes,yes
L10823,36,27.2,5,2.88,17,5,52.1,5,6.2,1,34,12,premium,mobile,East,yes,no
L10824,17,56.3,1,1.85,17,9,69.1,4,8.3,2,113,5,free,mobile,North,yes,yes
L10825,22,25.4,5,4.62,17,9,62.3,5,4.5,1,101,19,free,desktop,North,yes,yes
L10826,57,34.5,5,5.73,18,0,82.4,5,4.2,0,69,2,basic,desktop,West,yes,yes
L10827,58,55.5,5,6.85,15,1,59.6,0,5.1,3,111,4,free,mobile,North,yes,yes
L10828,33,61.4,0,2.54,23,2,43.9,2,4.0,3,4,17,premium,mobile,East,yes,no
L10829,22,59.6,1,5.98,20,8,71.5,4,3.9,0,43,17,premium,tablet,West,yes,yes
L10830,27,43.0,1,0.46,12,0,63.8,3,5.4,0,40,17,free,mobile,East,yes,no
L10831,30,42.5,4,0.84,21,5,23.2,2,1.8,2,24,1,premium,desktop,East,yes,yes
L10832,44,86.5,5,1.93,17,5,70.6,0,1.4,2,56,9,premium,mobile,South,yes,no
L10833,53,40.6,2,2.64,14,6,78.0,5,4.5,1,62,0,premium,desktop,East,yes,yes
L10834,25,57.2,3,3.09,19,6,15.7,5,8.7,2,73,6,basic,desktop,East,yes,no
L10835,43,59.3,3,1.7,20,6,78.3,6,6.5,1,36,13,free,mobile,South,yes,no
