home_id,relative_compactness,surface_area,wall_area,roof_area,overall_height,orientation,glazing_area,glazing_distribution,wall_insul_rating,window_age,heating_load
H1661,0.865,778.1,371.0,209.6,7.0,2,0.1,0,3.12,25,92.45
H1662,0.812,523.1,388.8,193.2,7.0,3,0.1,5,1.44,26,91.01
H1663,0.729,773.7,397.2,207.9,3.5,3,0.25,1,4.78,20,93.39
H1664,0.977,708.0,248.4,191.4,7.0,5,0.25,1,3.17,29,83.33
H1665,0.629,556.1,349.7,150.7,3.5,3,0.0,2,1.74,18,88.29
H1666,0.711,538.7,314.3,217.3,3.5,2,0.25,0,2.69,11,82.91
H1667,0.954,548.8,256.8,140.7,7.0,4,0.25,0,4.36,5,72.97
H1668,0.963,658.4,381.1,161.5,3.5,2,0.4,0,2.68,26,78.52
H1669,0.72,534.0,315.3,178.6,7.0,3,0.25,1,3.11,22,98.05
H1670,0.98,637.0,343.4,176.6,3.5,5,0.1,4,4.41,15,61.07
H1671,0.913,561.9,307.4,185.3,3.5,3,0.1,2,1.63,21,69.35
H1672,0.9,527.0,296.1,173.1,3.5,2,0.1,4,4.81,22,67.71
H1673,0.826,546.1,382.4,124.1,7.0,2,0.0,5,4.84,13,80.74
H1674,0.762,539.9,386.4,199.3,7.0,5,0.1,5,2.03,20,94.07
H1675,0.623,779.7,270.2,187.1,3.5,2,0.1,4,2.23,20,90.96
H1676,0.752,708.4,331.7,125.8,7.0,3,0.25,4,3.5,4,100.5
H1677,0.755,702.4,269.1,182.0,7.0,4,0.4,3,4.61,7,92.22
H1678,0.649,803.1,265.2,135.2,7.0,4,0.4,0,1.91,16,111.64
H1679,0.65,678.8,266.6,166.7,3.5,4,0.1,5,2.67,17,85.05
H1680,0.715,789.3,379.8,160.4,7.0,4,0.1,2,4.91,17,102.76
H1681,0.798,706.7,379.2,130.0,3.5,2,0.1,3,4.88,12,84.45
H1682,0.899,646.0,321.4,154.6,3.5,5,0.4,2,3.83,21,72.28
H1683,0.832,720.3,275.7,142.9,7.0,4,0.25,2,2.79,14,91.94
H1684,0.815,641.4,249.3,191.5,7.0,4,0.4,5,2.21,18,90.47
H1685,0.907,570.8,258.3,115.8,7.0,5,0.4,5,4.81,14,77.63
H1686,0.925,530.3,401.7,145.0,7.0,2,0.25,0,3.02,18,82.1
H1687,0.778,786.5,300.9,113.1,3.5,2,0.25,5,4.53,12,88.59
H1688,0.839,622.3,265.4,180.0,7.0,2,0.1,4,4.26,0,81.24
H1689,0.952,761.1,403.6,211.0,3.5,5,0.4,3,2.79,7,82.01
H1690,0.649,642.0,403.2,168.9,7.0,5,0.25,0,1.48,3,110.41
H1691,0.839,533.8,319.2,212.0,3.5,2,0.0,1,2.71,13,68.19
H1692,0.9,678.1,301.6,176.6,3.5,2,0.25,5,4.13,12,70.12
H1693,0.774,540.1,284.4,200.8,3.5,5,0.0,3,4.93,22,63.5
H1694,0.89,728.2,344.1,165.5,7.0,5,0.1,1,2.81,19,93.07
H1695,0.922,629.6,284.9,205.0,7.0,4,0.4,0,4.45,18,77.64
H1696,0.895,749.9,286.7,121.0,3.5,5,0.25,0,2.05,23,78.09
H1697,0.813,544.6,403.9,163.3,3.5,4,0.4,5,4.63,17,72.51
H1698,0.881,521.8,255.2,141.7,3.5,3,0.0,5,2.17,7,61.2
H1699,0.875,550.3,277.3,138.6,7.0,2,0.4,2,2.58,13,82.31
H1700,0.758,791.9,258.4,173.6,3.5,3,0.1,3,3.92,16,80.93
H1701,0.628,595.0,251.3,123.1,7.0,5,0.1,3,4.43,26,86.74
H1702,0.962,687.7,261.9,210.0,3.5,5,0.4,0,1.82,11,73.72
H1703,0.788,629.1,402.4,145.7,7.0,3,0.0,1,3.14,6,90.4
H1704,0.727,577.8,407.1,118.1,3.5,5,0.0,2,3.13,2,79.42
H1705,0.71,560.9,412.5,135.6,7.0,3,0.1,2,4.52,22,89.03
H1706,0.764,689.2,303.7,149.9,7.0,2,0.4,1,3.29,20,91.2
H1707,0.828,650.9,411.7,154.4,7.0,5,0.25,5,2.2,12,99.59
H1708,0.806,797.0,402.7,111.4,3.5,5,0.4,5,1.5,1,97.98
H1709,0.758,758.7,300.3,130.7,3.5,3,0.25,5,2.9,0,88.72
H1710,0.648,755.9,345.3,168.8,3.5,4,0.4,4,1.23,21,94.29
H1711,0.973,533.5,353.4,139.5,7.0,5,0.4,3,4.47,11,77.14
H1712,0.626,647.2,275.2,149.2,7.0,2,0.25,0,2.93,8,98.68
H1713,0.951,515.0,376.7,184.2,3.5,2,0.4,5,3.15,18,62.71
H1714,0.631,764.4,349.8,192.1,3.5,2,0.4,1,2.03,0,97.17
H1715,0.802,589.5,299.9,169.2,7.0,5,0.0,2,4.32,29,82.57
H1716,0.903,640.4,371.3,156.2,7.0,2,0.25,2,4.08,29,89.71
H1717,0.859,583.7,322.3,156.8,3.5,3,0.25,4,1.65,25,80.49
H1718,0.874,540.0,267.1,142.6,3.5,5,0.0,5,4.74,2,61.01
H1719,0.655,796.8,316.9,219.0,3.5,5,0.1,3,2.53,24,89.1
H1720,0.931,681.1,265.0,124.0,3.5,4,0.0,0,1.61,29,73.99
H1721,0.854,649.6,315.1,198.0,3.5,2,0.25,3,1.4,29,81.84
H1722,0.959,743.0,288.0,142.8,7.0,5,0.0,4,3.83,21,84.47
H1723,0.978,658.3,257.3,204.8,3.5,4,0.4,1,1.99,17,64.75
H1724,0.892,763.8,269.6,212.9,3.5,2,0.1,3,3.81,20,75.73
H1725,0.91,753.0,262.5,178.6,7.0,5,0.1,0,3.98,0,91.66
H1726,0.966,520.8,372.6,202.0,3.5,3,0.4,5,1.04,24,67.14
H1727,0.879,658.4,394.0,204.8,3.5,3,0.1,1,4.4,7,76.2
H1728,0.84,524.7,289.1,145.5,3.5,2,0.1,5,4.21,13,71.21
H1729,0.81,628.2,315.8,120.1,3.5,2,0.0,2,2.65,24,78.44
H1730,0.808,623.1,398.8,215.7,3.5,5,0.25,1,3.94,0,77.14
H1731,0.85,749.7,303.0,191.2,3.5,3,0.25,0,3.01,10,78.34
H1732,0.845,581.6,351.6,206.0,3.5,3,0.0,5,3.22,11,66.26
H1733,0.621,687.4,368.2,110.9,7.0,4,0.4,4,1.67,24,109.33
H1734,0.674,651.6,347.4,195.2,3.5,3,0.1,3,3.0,25,85.7
H1735,0.77,757.8,414.1,195.2,7.0,2,0.25,5,1.71,10,108.17
H1736,0.724,753.6,255.7,191.6,3.5,5,0.0,5,4.27,3,79.61
H1737,0.863,533.5,263.4,219.5,3.5,2,0.25,2,1.58,6,69.25
H1738,0.977,749.3,413.7,211.9,3.5,4,0.4,1,3.12,4,78.2
H1739,0.716,558.1,341.7,207.8,3.5,4,0.1,4,4.23,10,73.97
H1740,0.912,708.5,308.7,150.0,3.5,2,0.25,0,4.69,15,72.95
H1741,0.754,533.6,406.0,129.2,3.5,4,0.25,5,3.5,5,77.56
H1742,0.881,537.8,400.6,159.1,3.5,2,0.4,4,2.71,2,77.47
H1743,0.652,790.5,395.9,111.6,7.0,4,0.25,3,2.93,4,106.62
H1744,0.845,767.8,249.9,177.1,3.5,4,0.25,3,4.65,18,75.64
H1745,0.807,648.6,314.7,146.3,3.5,3,0.1,5,4.34,13,71.4
H1746,0.918,575.5,387.3,110.6,7.0,4,0.1,0,3.04,25,87.47
H1747,0.663,580.2,317.2,213.6,3.5,4,0.1,5,4.69,29,80.85
H1748,0.808,599.7,363.2,156.4,7.0,3,0.0,2,2.14,5,87.98
H1749,0.931,617.6,385.7,204.7,3.5,4,0.25,0,1.33,28,74.73
H1750,0.87,534.2,360.6,170.5,7.0,2,0.4,5,4.92,16,77.24
H1751,0.678,610.0,293.0,152.0,7.0,4,0.4,3,4.43,22,90.71
H1752,0.927,528.5,367.8,133.8,7.0,3,0.1,2,3.29,2,81.92
H1753,0.703,530.2,406.2,189.0,3.5,4,0.25,5,1.15,22,91.24
H1754,0.647,769.9,318.1,131.7,7.0,3,0.4,5,3.7,21,106.02
H1755,0.651,714.5,297.9,212.9,7.0,2,0.1,4,3.62,19,104.31
H1756,0.902,738.7,354.8,201.7,7.0,5,0.25,1,1.59,12,97.25
H1757,0.923,715.0,286.6,170.3,7.0,4,0.1,1,1.89,21,89.52
H1758,0.937,606.9,302.3,190.3,7.0,4,0.4,4,2.12,14,84.06
H1759,0.892,710.4,308.8,135.4,7.0,2,0.25,3,4.69,10,90.05
H1760,0.942,773.8,388.3,164.2,3.5,4,0.25,2,1.29,8,83.07
H1761,0.954,787.4,372.4,191.8,3.5,3,0.4,2,1.32,26,82.86
H1762,0.813,635.2,391.5,139.1,3.5,2,0.1,1,2.08,15,82.48
H1763,0.848,774.2,245.6,153.4,7.0,3,0.0,1,2.84,23,87.81
H1764,0.963,733.7,276.1,214.0,3.5,3,0.4,4,2.55,25,71.89
H1765,0.805,577.2,401.2,158.2,7.0,2,0.25,4,2.47,23,94.79
H1766,0.707,680.2,347.2,123.1,7.0,5,0.25,4,3.52,21,102.03
H1767,0.958,597.1,406.8,147.4,7.0,2,0.1,0,2.38,13,84.89
